From	To
B1MNX3	mab:MAB_1942c
B1MNY8	mab:MAB_1957
B1MNZ3	mab:MAB_1962
B1MP12	mab:MAB_1981
B1MP17	mab:MAB_1986
B1MP21	mab:MAB_1990
B1MP26	mab:MAB_1995c
B1MP28	mab:MAB_1997
B1MP31	mab:MAB_2000
B1MP34	mab:MAB_2003
B1MP47	mab:MAB_2016
B1MP83	mab:MAB_2052
B1MPA8	mab:MAB_2078
B1MPD3	mab:MAB_2103
B1MPD5	mab:MAB_2105c
B1MPD7	mab:MAB_2107
B1MPE5	mab:MAB_2115
B1MPF8	mab:MAB_2128c
B1MPG3	mab:MAB_2133
B1MPG4	mab:MAB_2134
B1MPG5	mab:MAB_2135
B1MPH4	mab:MAB_2144
B1MAH3	mab:MAB_2163
B1MAI1	mab:MAB_2171
B1MAJ3	mab:MAB_2183
B1MAL7	mab:MAB_2207
B1MAL8	mab:MAB_2208c
B1MAM4	mab:MAB_2214c
B1MH85	mab:MAB_3892c
B1MH86	mab:MAB_3893c
B1MH88	mab:MAB_3895c
B1MH90	mab:MAB_3897c
B1MH91	mab:MAB_3898c
B1MH92	mab:MAB_3899c
B1MHA1	mab:MAB_3908c
B1MHA8	mab:MAB_3915
B1MHB0	mab:MAB_3917c
B1MHB2	mab:MAB_3919c
B1MHB4	mab:MAB_3921c
B1MHB8	mab:MAB_3925
B1MHC3	mab:MAB_3930c
B1MHC5	mab:MAB_3932c
B1MHC7	mab:MAB_3934c
B1MHE0	mab:MAB_3947
B1MHF3	mab:MAB_3960c
B1MHG4	mab:MAB_3971
B1MHH3	mab:MAB_3980
B1MHI5	mab:MAB_3992c
B1MHI6	mab:MAB_3993c
B1MHI7	mab:MAB_3994c
B1MHI9	mab:MAB_3996
B1MHK1	mab:MAB_4008c
B1MHK6	mab:MAB_4013c
B1MHK9	mab:MAB_4016c
B1MHP0	mab:MAB_4047c
B1MHQ2	mab:MAB_4059c
B1MHQ3	mab:MAB_4060
B1MHR3	mab:MAB_4071
B1MID4	mab:MAB_4082c
B1MID6	mab:MAB_4084c
B1MIE6	mab:MAB_4094c
B1MIF2	mab:MAB_4100c
B1MIF4	mab:MAB_4102c
B1MIF7	mab:MAB_4105c
B1MIG5	mab:MAB_4113
B1MIG9	mab:MAB_4117c
B1MIH3	mab:MAB_4121c
B1MIH4	mab:MAB_4122
B1MII4	mab:MAB_4132
B1MII7	mab:MAB_4135c
B1MIJ6	mab:MAB_4144
B1MIJ7	mab:MAB_4145
B1MIJ9	mab:MAB_4147c
B1MIK0	mab:MAB_4148c
B1MIK1	mab:MAB_4149c
B1MIK9	mab:MAB_4157c
B1MIM2	mab:MAB_4170
B1MIN7	mab:MAB_4185c
B1MIN8	mab:MAB_4186c
B1MIN9	mab:MAB_4187
B1MIR2	mab:MAB_4210
B1MIR9	mab:MAB_4217c
B1MIT2	mab:MAB_4230c
B1MIV7	mab:MAB_4255
B1MAN8	mab:MAB_0666
B1MAN8	mab:MAB_2228c
B1MEA4	mab:MAB_0068
B1MEC5	mab:MAB_0089c
B1MEC8	mab:MAB_0092
B1MEE9	mab:MAB_0113
B1MEF1	mab:MAB_0115c
B1MEF3	mab:MAB_0117c
B1MEF4	mab:MAB_0118c
B1MEG3	mab:MAB_0127c
B1MEG8	mab:MAB_0132
B1MEH2	mab:MAB_0136
B1MEH3	mab:MAB_0137
B1MEI0	mab:MAB_0144c
B1MEI2	mab:MAB_0146
B1MEI5	mab:MAB_0149c
B1MEK8	mab:MAB_0172
B1MEM4	mab:MAB_0188c
B1MEM9	mab:MAB_0193c
B1MEN3	mab:MAB_0197
B1MEP2	mab:MAB_0206
B1MFE8	mab:MAB_0248c
B1MFE9	mab:MAB_0249
B1MFF1	mab:MAB_0251
B1MFF7	mab:MAB_0257c
B1MFL9	mab:MAB_0320
B1MFM8	mab:MAB_0329
B1MFN0	mab:MAB_0331c
B1MFN1	mab:MAB_0332c
B1MFN2	mab:MAB_0333c
B1MFP2	mab:MAB_0343
B1MFQ4	mab:MAB_0355
B1MFR7	mab:MAB_0368
B1MFS4	mab:MAB_0375
B1MFU5	mab:MAB_0396c
B1MFW1	mab:MAB_0412
B1MFW3	mab:MAB_0414
B1MFW5	mab:MAB_0416c
B1MKB4	mab:MAB_1118c
B1MK85	mab:MAB_1087
B1MK80	mab:MAB_1082c
B1MJK9	mab:MAB_1075
B1MJJ1	mab:MAB_1057
B1MJE6	mab:MAB_1012c
B1MJB8	mab:MAB_0982c
B1MJB7	mab:MAB_0981c
B1MJA0	mab:MAB_0964
B1MJ97	mab:MAB_0961c
B1MJ95	mab:MAB_0959
B1MJ93	mab:MAB_0957
B1MJ90	mab:MAB_0954
B1MJ80	mab:MAB_0944
B1MJ60	mab:MAB_0924c
B1MJ20	mab:MAB_0882
B1MJ17	mab:MAB_0879
B1MJ16	mab:MAB_0878c
B1MJ10	mab:MAB_0872
B1MJ01	mab:MAB_0863
B1MIZ8	mab:MAB_0860c
B1MIC5	mab:MAB_0853
B1MIC2	mab:MAB_0850
B1MKW6	mab:MAB_4542c
B1MKW7	mab:MAB_4543c
B1MKX4	mab:MAB_4550c
B1MKZ5	mab:MAB_4571
B1ML02	mab:MAB_4578c
B1ML03	mab:MAB_4579c
B1ML07	mab:MAB_4583c
B1ML12	mab:MAB_4588c
B1ML20	mab:MAB_4596c
B1ML22	mab:MAB_4598c
B1ML24	mab:MAB_4600c
B1ML27	mab:MAB_4603c
B1ML28	mab:MAB_4604c
B1ML90	mab:MAB_4666c
B1MK64	mab:MAB_4502c
B1MK33	mab:MAB_4471
B1MK27	mab:MAB_4465
B1MK13	mab:MAB_4451c
B1MK11	mab:MAB_4449c
B1MK05	mab:MAB_4442c
B1MJZ6	mab:MAB_4433c
B1MJY9	mab:MAB_4426
B1MJY4	mab:MAB_4421
B1MJY3	mab:MAB_4420
B1MJX9	mab:MAB_4416c
B1MJX1	mab:MAB_4408c
B1MJX0	mab:MAB_4407c
B1MJQ4	mab:MAB_4339c
B1MJL3	mab:MAB_4297c
B1MHU9	mab:MAB_0673
B1MHW9	mab:MAB_0694
B1MHX2	mab:MAB_0697
B1MHY1	mab:MAB_0707
B1MI01	mab:MAB_0727
B1MI06	mab:MAB_0732c
B1MI13	mab:MAB_0739c
B1MI22	mab:MAB_0748
B1MI23	mab:MAB_0749
B1MI25	mab:MAB_0751c
B1MI28	mab:MAB_0754c
B1MIA3	mab:MAB_0831
B1ME72	mab:MAB_0034c
B1ME70	mab:MAB_0032
B1ME69	mab:MAB_0031
B1ME58	mab:MAB_0019
B1MDH7	mab:MAB_0002
B1MN94	mab:MAB_4952c
B1MMM5	mab:MAB_4942
B1MMM4	mab:MAB_4941
B1MML0	mab:MAB_4927
B1MMK3	mab:MAB_4920c
B1MMI1	mab:MAB_4898c
B1MMI0	mab:MAB_4897c
B1MM67	mab:MAB_4784
B1MM40	mab:MAB_4757
B1MM34	mab:MAB_4751
B1MM30	mab:MAB_4747
B1MLE4	mab:MAB_4721
B1MLE2	mab:MAB_4719c
B1MLC8	mab:MAB_4705c
B1MGZ9	mab:MAB_0585
B1MH05	mab:MAB_0591
B1MH13	mab:MAB_0599
B1MH27	mab:MAB_0613
B1MH29	mab:MAB_0615
B1MH31	mab:MAB_0617
B1MH39	mab:MAB_0625
B1MH45	mab:MAB_0631c
B1MH46	mab:MAB_0632c
B1MH52	mab:MAB_0638c
B1MH55	mab:MAB_0641
B1MHS6	mab:MAB_0650
B1MHT5	mab:MAB_0659
B1MHU1	mab:MAB_0665
B1MGT8	mab:MAB_0523
B1MGT3	mab:MAB_0518c
B1MGT1	mab:MAB_0516c
B1MGQ2	mab:MAB_0487
B1MGY4	mab:MAB_0570
B1MGY2	mab:MAB_0568
B1MGX8	mab:MAB_0564c
B1MGW8	mab:MAB_0553c
B1MGW5	mab:MAB_0550
B1MGW0	mab:MAB_0545
B1MGV9	mab:MAB_0544
B1MGV8	mab:MAB_0543
B1MIX5	mab:MAB_4273c
B1MED3	mab:MAB_0097
B1MEE7	mab:MAB_0111c
B1MEG2	mab:MAB_0126c
B1MGQ7	mab:MAB_0492
B1MGY6	mab:MAB_0572
B1MH23	mab:MAB_0609c
B1MHU7	mab:MAB_0671
B1MJ65	mab:MAB_0929
B1MJE2	mab:MAB_1008c
B1MJG6	mab:MAB_1032c
B1MJG9	mab:MAB_1035c
B1MK81	mab:MAB_1083c
B1MKF0	mab:MAB_1154
B1MKI1	mab:MAB_1185c
B1MKI8	mab:MAB_1192c
B1MKI9	mab:MAB_1193c
B1MLZ4	mab:MAB_1485
B1MN49	mab:MAB_1676
B1MN69	mab:MAB_1696
B1MNM4	mab:MAB_1842c
B1MNP6	mab:MAB_1864
B1MNP8	mab:MAB_1866c
B1MNQ4	mab:MAB_1872c
B1MNQ5	mab:MAB_1873c
B1MNH8	mab:MAB_1795
B1MNI7	mab:MAB_1804
B1MNV2	mab:MAB_1920
B1MP10	mab:MAB_1979
B1MBD4	mab:MAB_2474
B1MBT7	mab:MAB_2628c
B1MBX8	mab:MAB_2669c
B1MCB4	mab:MAB_2806
B1MCH5	mab:MAB_2867
B1MCI1	mab:MAB_2873c
B1MCI4	mab:MAB_2876c
B1MCI9	mab:MAB_2881c
B1MCJ9	mab:MAB_2891c
B1MCP8	mab:MAB_2941
B1MCR4	mab:MAB_2957c
B1MCT2	mab:MAB_2975c
B1MCT3	mab:MAB_2976
B1MCW3	mab:MAB_3006
B1MD50	mab:MAB_3094c
B1MDJ4	mab:MAB_3237c
B1MDS8	mab:MAB_3321c
B1MDZ0	mab:MAB_3383c
B1MF62	mab:MAB_3593
B1MFZ2	mab:MAB_3663
B1MG24	mab:MAB_3695
B1MG76	mab:MAB_3747c
B1MHI8	mab:MAB_3995
B1MHJ3	mab:MAB_4000
B1MHM7	mab:MAB_4034
B1MHN0	mab:MAB_4037
B1MHN1	mab:MAB_4038c
B1MHP2	mab:MAB_4049c
B1MHR8	mab:MAB_4076
B1MIG8	mab:MAB_4116c
B1MIK7	mab:MAB_4155c
B1MIS3	mab:MAB_4221c
B1MIV4	mab:MAB_4252c
B1MJQ2	mab:MAB_4337
B1MJW5	mab:MAB_4402
B1MJX6	mab:MAB_4413c
B1MJZ4	mab:MAB_4431
B1ML01	mab:MAB_4577c
B1MMI2	mab:MAB_4899c
B1MN97	mab:MAB_4955c
B1ME62	mab:MAB_0024c
B1ME90	mab:MAB_0054c
B1MEA1	mab:MAB_0065c
B1MEL2	mab:MAB_0176
B1MEL3	mab:MAB_0177
B1MEM7	mab:MAB_0191c
B1MFF6	mab:MAB_0256c
B1MFG9	mab:MAB_0269c
B1MFK7	mab:MAB_0308c
B1MFM0	mab:MAB_0321c
B1MFM3	mab:MAB_0324c
B1MFN4	mab:MAB_0335
B1MFN8	mab:MAB_0339
B1MFT7	mab:MAB_0388c
B1MFV0	mab:MAB_0401
B1MFX2	mab:MAB_0423c
B1MFX3	mab:MAB_0424
B1MGY9	mab:MAB_0575c
B1MH21	mab:MAB_0607
B1MI30	mab:MAB_0756c
B1MI37	mab:MAB_0763c
B1MI39	mab:MAB_0765
B1MI73	mab:MAB_0800
B1MIB3	mab:MAB_0841
B1MJ89	mab:MAB_0953
B1MJA2	mab:MAB_0966
B1MJD9	mab:MAB_1005c
B1MJE3	mab:MAB_1009c
B1MJG8	mab:MAB_1034c
B1MJJ3	mab:MAB_1059c
B1MK76	mab:MAB_1078
B1MKF7	mab:MAB_1161c
B1MKH8	mab:MAB_1182
B1MKK0	mab:MAB_1204
B1MKP3	mab:MAB_1247c
B1MKQ0	mab:MAB_1254c
B1MKQ5	mab:MAB_1259c
B1MLG8	mab:MAB_1307c
B1MLK1	mab:MAB_1340
B1MLK3	mab:MAB_1342
B1MLM5	mab:MAB_1366c
B1MLN2	mab:MAB_1373
B1MLP0	mab:MAB_1381
B1MLW1	mab:MAB_1452
B1MLW8	mab:MAB_1459c
B1MMS6	mab:MAB_1553c
B1MMV5	mab:MAB_1582
B1MMV9	mab:MAB_1586c
B1MMW1	mab:MAB_1588c
B1MMX8	mab:MAB_1605
B1MMZ5	mab:MAB_1622
B1MN12	mab:MAB_1639c
B1MN27	mab:MAB_1654
B1MN39	mab:MAB_1666
B1MN78	mab:MAB_1705c
B1MN84	mab:MAB_1711c
B1MNA1	mab:MAB_1717c
B1MNP5	mab:MAB_1863
B1MNS2	mab:MAB_1890c
B1MNW5	mab:MAB_1933c
B1MNX2	mab:MAB_1940c
B1MNZ0	mab:MAB_1959
B1MP04	mab:MAB_1973
B1MP43	mab:MAB_2012
B1MP45	mab:MAB_2014c
B1MPG2	mab:MAB_2132
B1MAI3	mab:MAB_2173
B1MAI4	mab:MAB_2174
B1MAJ2	mab:MAB_2182c
B1MAU1	mab:MAB_2281
B1MAX2	mab:MAB_2312
B1MB28	mab:MAB_2368
B1MB69	mab:MAB_2409c
B1MB74	mab:MAB_2414c
B1MB77	mab:MAB_2417
B1MBE3	mab:MAB_2483c
B1MBF0	mab:MAB_2490
B1MBS8	mab:MAB_2618
B1MBT2	mab:MAB_2623c
B1MBT3	mab:MAB_2624c
B1MBV1	mab:MAB_2642c
B1MBV2	mab:MAB_2643c
B1MC02	mab:MAB_2693
B1MC04	mab:MAB_2695
B1MC07	mab:MAB_2698c
B1MC19	mab:MAB_2711c
B1MC37	mab:MAB_2729c
B1MC39	mab:MAB_2731
B1MC82	mab:MAB_2774c
B1MC93	mab:MAB_2785
B1MCE5	mab:MAB_2837c
B1MCJ1	mab:MAB_2883c
B1MCN3	mab:MAB_2926c
B1MCN8	mab:MAB_2931c
B1MCR6	mab:MAB_2959
B1MCZ1	mab:MAB_3034
B1MCZ5	mab:MAB_3038
B1MD11	mab:MAB_3054c
B1MD37	mab:MAB_3080
B1MD81	mab:MAB_3125c
B1MD86	mab:MAB_3130c
B1MDB2	mab:MAB_3156c
B1MDD1	mab:MAB_3175c
B1MDF2	mab:MAB_3196c
B1MDQ9	mab:MAB_3302
B1MDS1	mab:MAB_3314
B1MDV8	mab:MAB_3351c
B1ME00	mab:MAB_3393
B1ME10	mab:MAB_3403c
B1ME27	mab:MAB_3420c
B1ME28	mab:MAB_3421
B1MEQ7	mab:MAB_3437c
B1MEY2	mab:MAB_3512
B1MEZ3	mab:MAB_3523c
B1MFA9	mab:MAB_3641
B1MG15	mab:MAB_3686c
B1MG56	mab:MAB_3727c
B1MG72	mab:MAB_3743c
B1MG74	mab:MAB_3745c
B1MG88	mab:MAB_3759c
B1MGE9	mab:MAB_3819c
B1MGG5	mab:MAB_3836c
B1MH61	mab:MAB_3868c
B1MH80	mab:MAB_3887
B1MH84	mab:MAB_3891c
B1MH89	mab:MAB_3896c
B1MHA5	mab:MAB_3912
B1MHE2	mab:MAB_3949c
B1MHK7	mab:MAB_4014
B1MHM1	mab:MAB_4028
B1MHM5	mab:MAB_4032
B1MIE2	mab:MAB_4090
B1MIG6	mab:MAB_4114
B1MIK8	mab:MAB_4156c
B1MIL8	mab:MAB_4166c
B1MIM5	mab:MAB_4173
B1MIP1	mab:MAB_4189
B1MIP8	mab:MAB_4196
B1MIQ7	mab:MAB_4205
B1MIT1	mab:MAB_4229c
B1MIT7	mab:MAB_4235c
B1MIU5	mab:MAB_4243c
B1MJL6	mab:MAB_4300
B1MJM1	mab:MAB_4306
B1MJM6	mab:MAB_4311c
B1MJP1	mab:MAB_4326c
B1MJY5	mab:MAB_4422
B1MJY6	mab:MAB_4423
B1MK58	mab:MAB_4496c
B1MKV7	mab:MAB_4533
B1ML40	mab:MAB_4616c
B1ML45	mab:MAB_4621c
B1MM75	mab:MAB_4792
B1MM78	mab:MAB_4795c
B1MM79	mab:MAB_4796
B1MMH9	mab:MAB_4896c
B1MDH6	mab:MAB_0001
B1ME42	mab:MAB_0003
B1ME47	mab:MAB_0008
B1MAW3	mab:MAB_2303
B1MAW5	mab:MAB_2305c
B1MAX7	mab:MAB_2317c
B1MAY4	mab:MAB_2324
B1MAY5	mab:MAB_2325
B1MAY8	mab:MAB_2328c
B1MAZ0	mab:MAB_2330
B1MAZ4	mab:MAB_2334
B1MAZ6	mab:MAB_2336
B1MAZ7	mab:MAB_2337
B1MB02	mab:MAB_2342
B1MB08	mab:MAB_2348
B1MB17	mab:MAB_2357
B1MB18	mab:MAB_2358
B1MB19	mab:MAB_2359
B1MB26	mab:MAB_2366
B1MB29	mab:MAB_2369
B1MB32	mab:MAB_2372
B1MB33	mab:MAB_2373
B1MB46	mab:MAB_2386
