From	To
A3CK68	ssa:SSA_0112
A3CK69	ssa:SSA_0113
A3CK71	ssa:SSA_0115
A3CK73	ssa:SSA_0117
A3CK74	ssa:SSA_0118
A3CK77	ssa:SSA_0120
A3CK79	ssa:SSA_0122
A3CK81	ssa:SSA_0124
A3CK84	ssa:SSA_0127
A3CK88	ssa:SSA_0130
A3CK90	ssa:SSA_0132
A3CK91	ssa:SSA_0133
A3CPW0	ssa:SSA_1833
A3CPV1	ssa:SSA_1824
A3CPT4	ssa:SSA_1807
A3CPT2	ssa:SSA_1805
A3CPS3	ssa:SSA_1796
A3CPN9	ssa:SSA_1762
A3CPK9	ssa:SSA_1732
A3CPK7	ssa:SSA_1730
A3CPK2	ssa:SSA_1725
A3CPG9	ssa:SSA_1691
A3CPE1	ssa:SSA_1660
A3CPD7	ssa:SSA_1656
A3CPA6	ssa:SSA_1623
A3CPA5	ssa:SSA_1622
A3CPA3	ssa:SSA_1620
A3CPA2	ssa:SSA_1619
A3CPA0	ssa:SSA_1617
A3CP95	ssa:SSA_1612
A3CP94	ssa:SSA_1611
A3CP88	ssa:SSA_1604
A3CP85	ssa:SSA_1601
A3CP54	ssa:SSA_1569
A3CP50	ssa:SSA_1565
A3CP35	ssa:SSA_1549
A3CP33	ssa:SSA_1547
A3CP32	ssa:SSA_1546
A3CP29	ssa:SSA_1543
A3CP17	ssa:SSA_1529
A3CP09	ssa:SSA_1520
A3CP08	ssa:SSA_1519
A3CNZ3	ssa:SSA_1504
A3CNZ2	ssa:SSA_1503
A3CNY9	ssa:SSA_1500
A3CNY8	ssa:SSA_1499
A3CNY6	ssa:SSA_1497
A3CNY3	ssa:SSA_1494
A3CNS3	ssa:SSA_1434
A3CNK3	ssa:SSA_1360
A3CNI7	ssa:SSA_1343
A3CNF4	ssa:SSA_1310
A3CNF3	ssa:SSA_1309
A3CNE0	ssa:SSA_1296
A3CND9	ssa:SSA_1294
A3CND7	ssa:SSA_1292
A3CNC7	ssa:SSA_1281
A3CNC2	ssa:SSA_1276
A3CNB9	ssa:SSA_1272
A3CNB6	ssa:SSA_1269
A3CN70	ssa:SSA_1221
A3CN52	ssa:SSA_1203
A3CN30	ssa:SSA_1180
A3CN24	ssa:SSA_1173
A3CN16	ssa:SSA_1165
A3CN13	ssa:SSA_1162
A3CN12	ssa:SSA_1161
A3CN09	ssa:SSA_1156
A3CMZ9	ssa:SSA_1146
A3CMW6	ssa:SSA_1110
A3CMV1	ssa:SSA_1093
A3CMT6	ssa:SSA_1078
A3CMS1	ssa:SSA_1062
A3CMQ8	ssa:SSA_1049
A3CMP2	ssa:SSA_1032
A3CMP0	ssa:SSA_1030
A3CMK9	ssa:SSA_0998
A3CMH7	ssa:SSA_0962
A3CMG3	ssa:SSA_0946
A3CMG1	ssa:SSA_0944
A3CMG0	ssa:SSA_0943
A3CMF9	ssa:SSA_0942
A3CMB4	ssa:SSA_0894
A3CMB3	ssa:SSA_0893
A3CM99	ssa:SSA_0878
A3CM96	ssa:SSA_0875
A3CM92	ssa:SSA_0871
A3CM91	ssa:SSA_0870
A3CM70	ssa:SSA_0848
A3CM69	ssa:SSA_0847
A3CM37	ssa:SSA_0811
A3CM35	ssa:SSA_0809
A3CM34	ssa:SSA_0808
A3CM32	ssa:SSA_0806
A3CM16	ssa:SSA_0790
A3CM13	ssa:SSA_0787
A3CM09	ssa:SSA_0783
A3CM08	ssa:SSA_0782
A3CM07	ssa:SSA_0781
A3CLZ9	ssa:SSA_0773
A3CLZ8	ssa:SSA_0772
A3CLZ4	ssa:SSA_0768
A3CLX1	ssa:SSA_0743
A3CLV0	ssa:SSA_0721
A3CLU1	ssa:SSA_0709
A3CLR8	ssa:SSA_0686
A3CLR5	ssa:SSA_0683
A3CLQ8	ssa:SSA_0675
A3CLQ3	ssa:SSA_0670
A3CLN8	ssa:SSA_0655
A3CLK3	ssa:SSA_0617
A3CLH9	ssa:SSA_0591
A3CLG5	ssa:SSA_0577
A3CLF7	ssa:SSA_0569
A3CLF4	ssa:SSA_0566
A3CLF1	ssa:SSA_0563
A3CLC3	ssa:SSA_0531
A3CLB9	ssa:SSA_0527
A3CLA6	ssa:SSA_0514
A3CLA3	ssa:SSA_0511
A3CLA2	ssa:SSA_0510
A3CL71	ssa:SSA_0478
A3CL66	ssa:SSA_0473
A3CL65	ssa:SSA_0472
A3CL63	ssa:SSA_0470
A3CL44	ssa:SSA_0451
A3CL43	ssa:SSA_0450
A3CL33	ssa:SSA_0438
A3CL32	ssa:SSA_0437
A3CKZ0	ssa:SSA_0393
A3CKY9	ssa:SSA_0392
A3CKY4	ssa:SSA_0387
A3CKX2	ssa:SSA_0375
A3CKV3	ssa:SSA_0354
A3CKV2	ssa:SSA_0353
A3CKU3	ssa:SSA_0342
A3CKS6	ssa:SSA_0324
A3CKS0	ssa:SSA_0318
A3CKR9	ssa:SSA_0317
A3CKQ7	ssa:SSA_0305
A3CKQ4	ssa:SSA_0302
A3CKN5	ssa:SSA_0283
A3CKN4	ssa:SSA_0282
A3CKM4	ssa:SSA_0270
A3CKK4	ssa:SSA_0250
A3CKH7	ssa:SSA_0221
A3CKH6	ssa:SSA_0220
A3CKH3	ssa:SSA_0217
A3CKF4	ssa:SSA_0199
A3CKD8	ssa:SSA_0181
A3CKD7	ssa:SSA_0180
A3CKD6	ssa:SSA_0179
A3CKC7	ssa:SSA_0171
A3CKC6	ssa:SSA_0170
A3CKB9	ssa:SSA_0163
A3CKB8	ssa:SSA_0162
A3CKB7	ssa:SSA_0161
A3CKB4	ssa:SSA_0158
A3CKB2	ssa:SSA_0156
A3CKB1	ssa:SSA_0155
A3CKB0	ssa:SSA_0154
A3CKA6	ssa:SSA_0150
A3CKA5	ssa:SSA_0149
A3CKA4	ssa:SSA_0148
A3CKA2	ssa:SSA_0145
A3CKA1	ssa:SSA_0144
A3CQ28	ssa:SSA_1907
A3CPX2	ssa:SSA_1846
A3CPV9	ssa:SSA_1832
A3CPR8	ssa:SSA_1791
A3CPK5	ssa:SSA_1728
A3CPG8	ssa:SSA_1690
A3CPC2	ssa:SSA_1640
A3CPC1	ssa:SSA_1639
A3CPB3	ssa:SSA_1630
A3CPA7	ssa:SSA_1624
A3CP39	ssa:SSA_1553
A3CP38	ssa:SSA_1552
A3CP37	ssa:SSA_1551
A3CP36	ssa:SSA_1550
A3CP25	ssa:SSA_1538
A3CP24	ssa:SSA_1537
A3CP16	ssa:SSA_1528
A3CP15	ssa:SSA_1527
A3CNZ1	ssa:SSA_1502
A3CNY2	ssa:SSA_1493
A3CNR3	ssa:SSA_1421
A3CNP9	ssa:SSA_1406
A3CND4	ssa:SSA_1288
A3CND3	ssa:SSA_1287
A3CND2	ssa:SSA_1286
A3CNC3	ssa:SSA_1277
A3CN10	ssa:SSA_1157
A3CN06	ssa:SSA_1153
A3CN05	ssa:SSA_1152
A3CN04	ssa:SSA_1151
A3CN03	ssa:SSA_1150
A3CMZ4	ssa:SSA_1139
A3CMZ3	ssa:SSA_1138
A3CMU3	ssa:SSA_1085
A3CMU2	ssa:SSA_1084
A3CMU0	ssa:SSA_1082
A3CMQ0	ssa:SSA_1040
A3CMP9	ssa:SSA_1039
A3CMP8	ssa:SSA_1038
A3CMP1	ssa:SSA_1031
A3CMH4	ssa:SSA_0959
A3CMB6	ssa:SSA_0896
A3CMB5	ssa:SSA_0895
A3CMA7	ssa:SSA_0886
A3CM67	ssa:SSA_0845
A3CM49	ssa:SSA_0825
A3CM14	ssa:SSA_0788
A3CM00	ssa:SSA_0774
A3CLZ7	ssa:SSA_0771
A3CLV4	ssa:SSA_0725
A3CLV2	ssa:SSA_0723
A3CLS2	ssa:SSA_0690
A3CLP7	ssa:SSA_0664
A3CLP3	ssa:SSA_0660
A3CLN4	ssa:SSA_0651
A3CLM9	ssa:SSA_0646
A3CLM4	ssa:SSA_0640
A3CLJ6	ssa:SSA_0610
A3CLG9	ssa:SSA_0581
A3CLE9	ssa:SSA_0561
A3CLE8	ssa:SSA_0560
A3CLC4	ssa:SSA_0532
A3CLB4	ssa:SSA_0522
A3CL68	ssa:SSA_0475
A3CL57	ssa:SSA_0464
A3CL40	ssa:SSA_0447
A3CL38	ssa:SSA_0445
A3CL25	ssa:SSA_0430
A3CL16	ssa:SSA_0421
A3CKX4	ssa:SSA_0377
A3CKQ9	ssa:SSA_0307
A3CKQ8	ssa:SSA_0306
A3CKA9	ssa:SSA_0153
A3CKA8	ssa:SSA_0152
A3CK98	ssa:SSA_0141
A3CK46	ssa:SSA_0089
A3CK43	ssa:SSA_0086
A3CK35	ssa:SSA_0076
A3CK34	ssa:SSA_0075
A3CK15	ssa:SSA_0054
A3CK12	ssa:SSA_0051
A3CQ84	ssa:SSA_1965
A3CQ87	ssa:SSA_1969
A3CQ88	ssa:SSA_1970
A3CQ95	ssa:SSA_1978
A3CQG5	ssa:SSA_2048
A3CQH0	ssa:SSA_2053
A3CQK5	ssa:SSA_2089
A3CQK8	ssa:SSA_2092
A3CQK9	ssa:SSA_2093
A3CQM1	ssa:SSA_2108
A3CQN8	ssa:SSA_2126
A3CQP1	ssa:SSA_2129
A3CQP2	ssa:SSA_2130
A3CQP3	ssa:SSA_2131
A3CQP4	ssa:SSA_2132
A3CQT0	ssa:SSA_2168
A3CQU7	ssa:SSA_2187
A3CQW0	ssa:SSA_2200
A3CQX4	ssa:SSA_2214
A3CR29	ssa:SSA_2272
A3CR57	ssa:SSA_2301
A3CR63	ssa:SSA_2308
A3CR65	ssa:SSA_2310
A3CR66	ssa:SSA_2311
A3CR73	ssa:SSA_2318
A3CR89	ssa:SSA_2336
A3CR98	ssa:SSA_2346
A3CRD0	ssa:SSA_2378
A3CRA2	ssa:SSA_2350
A3CPI2	ssa:SSA_1704
A3CPG0	ssa:SSA_1681
A3CPF2	ssa:SSA_1671
A3CPF1	ssa:SSA_1670
A3CPC4	ssa:SSA_1642
A3CPB0	ssa:SSA_1627
A3CP49	ssa:SSA_1564
A3CNV4	ssa:SSA_1465
A3CNM8	ssa:SSA_1385
A3CNM4	ssa:SSA_1381
A3CNG0	ssa:SSA_1316
A3CNB5	ssa:SSA_1268
A3CN66	ssa:SSA_1217
A3CN47	ssa:SSA_1198
A3CMW2	ssa:SSA_1105
A3CMJ7	ssa:SSA_0986
A3CMD1	ssa:SSA_0912
A3CM64	ssa:SSA_0842
A3CLW7	ssa:SSA_0738
A3CLS0	ssa:SSA_0688
A3CLQ1	ssa:SSA_0668
A3CLQ0	ssa:SSA_0667
A3CLP8	ssa:SSA_0665
A3CLP5	ssa:SSA_0662
A3CLP1	ssa:SSA_0658
A3CLP0	ssa:SSA_0657
A3CLK2	ssa:SSA_0616
A3CLF9	ssa:SSA_0571
A3CLD4	ssa:SSA_0544
A3CL70	ssa:SSA_0477
A3CQ51	ssa:SSA_1931
A3CQ52	ssa:SSA_1932
A3CPW6	ssa:SSA_1840
A3CQ04	ssa:SSA_1878
A3CL12	ssa:SSA_0417
A3CL06	ssa:SSA_0411
A3CL05	ssa:SSA_0410
A3CKX1	ssa:SSA_0374
A3CKU2	ssa:SSA_0341
A3CKN2	ssa:SSA_0279
A3CKL8	ssa:SSA_0264
A3CKL5	ssa:SSA_0261
A3CK83	ssa:SSA_0126
A3CRD4	ssa:SSA_2381
A3CK13	ssa:SSA_0052
A3CK44	ssa:SSA_0087
A3CK45	ssa:SSA_0088
A3CQY1	ssa:SSA_2221
A3CQY0	ssa:SSA_2220
A3CQX9	ssa:SSA_2219
A3CQX7	ssa:SSA_2217
A3CQX6	ssa:SSA_2216
A3CQX5	ssa:SSA_2215
A3CQJ2	ssa:SSA_2076
A3CQH7	ssa:SSA_2061
A3CQ67	ssa:SSA_1947
A3CQ65	ssa:SSA_1945
A3CQ58	ssa:SSA_1938
A3CLA8	ssa:SSA_0516
A3CLI3	ssa:SSA_0595
A3CLI4	ssa:SSA_0596
A3CLI5	ssa:SSA_0597
A3CLQ2	ssa:SSA_0669
A3CLQ4	ssa:SSA_0671
A3CLQ5	ssa:SSA_0672
A3CM25	ssa:SSA_0799
A3CM30	ssa:SSA_0804
A3CMT8	ssa:SSA_1080
A3CMU9	ssa:SSA_1091
A3CMV0	ssa:SSA_1092
A3CN43	ssa:SSA_1193
A3CN63	ssa:SSA_1214
A3CP11	ssa:SSA_1522
A3CP18	ssa:SSA_1530
A3CP19	ssa:SSA_1531
A3CP20	ssa:SSA_1532
A3CP46	ssa:SSA_1561
A3CP87	ssa:SSA_1603
A3CPC7	ssa:SSA_1645
A3CPC9	ssa:SSA_1647
A3CPD0	ssa:SSA_1648
A3CPD1	ssa:SSA_1649
A3CPD2	ssa:SSA_1650
A3CPD6	ssa:SSA_1655
A3CPR7	ssa:SSA_1790
A3CPW1	ssa:SSA_1834
A3CPZ9	ssa:SSA_1873
A3CKV6	ssa:SSA_0357
A3CKK2	ssa:SSA_0248
A3CKK1	ssa:SSA_0247
A3CKJ9	ssa:SSA_0245
A3CKJ8	ssa:SSA_0244
A3CKJ5	ssa:SSA_0241
A3CKJ4	ssa:SSA_0240
A3CKH4	ssa:SSA_0218
A3CKH1	ssa:SSA_0215
A3CKG8	ssa:SSA_0212
A3CKG7	ssa:SSA_0211
A3CKG6	ssa:SSA_0210
A3CKG5	ssa:SSA_0209
A3CKB5	ssa:SSA_0159
A3CKC0	ssa:SSA_0164
A3CKC2	ssa:SSA_0166
A3CKQ2	ssa:SSA_0300
A3CKQ3	ssa:SSA_0301
A3CKS4	ssa:SSA_0322
A3CL52	ssa:SSA_0459
A3CL97	ssa:SSA_0505
A3CLB1	ssa:SSA_0519
A3CLI6	ssa:SSA_0599
A3CLT8	ssa:SSA_0707
A3CLW0	ssa:SSA_0731
A3CLY9	ssa:SSA_0762
A3CM02	ssa:SSA_0776
A3CM15	ssa:SSA_0789
A3CM47	ssa:SSA_0822
A3CMH5	ssa:SSA_0960
A3CMK8	ssa:SSA_0997
A3CMS0	ssa:SSA_1061
A3CN50	ssa:SSA_1201
A3CN59	ssa:SSA_1210
A3CN84	ssa:SSA_1236
A3CN89	ssa:SSA_1241
A3CN92	ssa:SSA_1244
A3CNC4	ssa:SSA_1278
A3CNC5	ssa:SSA_1279
A3CNI9	ssa:SSA_1345
A3CNJ0	ssa:SSA_1346
A3CNJ2	ssa:SSA_1348
A3CNL5	ssa:SSA_1372
A3CNQ3	ssa:SSA_1411
A3CNQ5	ssa:SSA_1413
A3CNQ7	ssa:SSA_1415
A3CNQ8	ssa:SSA_1416
A3CP59	ssa:SSA_1574
A3CP93	ssa:SSA_1610
A3CP98	ssa:SSA_1615
A3CPB9	ssa:SSA_1636
A3CPH4	ssa:SSA_1696
A3CPJ3	ssa:SSA_1716
A3CPV2	ssa:SSA_1825
A3CPX9	ssa:SSA_1853
A3CPY5	ssa:SSA_1859
A3CQC0	ssa:SSA_2005
A3CQC3	ssa:SSA_2008
A3CQM2	ssa:SSA_2109
A3CQN6	ssa:SSA_2124
A3CQR1	ssa:SSA_2386
A3CQT5	ssa:SSA_2174
A3CQU0	ssa:SSA_2179
A3CR83	ssa:SSA_2330
A3CRD2	ssa:SSA_2394
A3CPM6	ssa:SSA_1749
A3CPF6	ssa:SSA_1676
A3CP53	ssa:SSA_1568
A3CNT0	ssa:SSA_1442
A3CMY8	ssa:SSA_1133
A3CMP7	ssa:SSA_1037
A3CMM6	ssa:SSA_1015
A3CMF4	ssa:SSA_0937
A3CMB9	ssa:SSA_0899
A3CM95	ssa:SSA_0874
A3CM58	ssa:SSA_0835
A3CLH4	ssa:SSA_0586
A3CLD1	ssa:SSA_0540
A3CL50	ssa:SSA_0457
A3CKU8	ssa:SSA_0349
A3CKH2	ssa:SSA_0216
A3CR54	ssa:SSA_2298
A3CJZ3	ssa:SSA_0031
A3CK07	ssa:SSA_0046
A3CQR0	ssa:SSA_2148
A3CQL4	ssa:SSA_2099
A3CQ22	ssa:SSA_1901
A3CRB3	ssa:SSA_2361
A3CK22	ssa:SSA_0063
A3CQT8	ssa:SSA_2177
A3CQT2	ssa:SSA_2170
A3CQR8	ssa:SSA_2155
A3CPQ7	ssa:SSA_1779
A3CPQ5	ssa:SSA_1777
A3CPJ7	ssa:SSA_1720
A3CNT6	ssa:SSA_1448
A3CNT5	ssa:SSA_1447
A3CNT4	ssa:SSA_1446
A3CNR1	ssa:SSA_1419
A3CNE8	ssa:SSA_1304
A3CN90	ssa:SSA_1242
A3CN56	ssa:SSA_1207
A3CMQ9	ssa:SSA_1050
A3CMJ3	ssa:SSA_0981
A3CLK4	ssa:SSA_0618
A3CLE1	ssa:SSA_0553
A3CL58	ssa:SSA_0465
A3CL02	ssa:SSA_0407
A3CKK5	ssa:SSA_0251
A3CKE8	ssa:SSA_0191
A3CRA9	ssa:SSA_2357
A3CR76	ssa:SSA_2322
A3CKD5	ssa:SSA_0178
A3CKE9	ssa:SSA_0192
A3CKJ0	ssa:SSA_0235
A3CKJ1	ssa:SSA_0236
A3CL59	ssa:SSA_0466
A3CLF5	ssa:SSA_0567
A3CLJ2	ssa:SSA_0606
A3CLJ8	ssa:SSA_0612
A3CLL3	ssa:SSA_0628
A3CLL8	ssa:SSA_0634
A3CLM8	ssa:SSA_0644
A3CLP2	ssa:SSA_0659
A3CLU0	ssa:SSA_0710
A3CLU2	ssa:SSA_0711
A3CLU3	ssa:SSA_0712
A3CLU4	ssa:SSA_0713
A3CM18	ssa:SSA_0792
A3CM20	ssa:SSA_0794
A3CM26	ssa:SSA_0800
A3CML6	ssa:SSA_1005
A3CN81	ssa:SSA_1233
A3CPP8	ssa:SSA_1770
A3CPC3	ssa:SSA_1641
A3CNH8	ssa:SSA_1334
A3CLI0	ssa:SSA_0592
A3CLH8	ssa:SSA_0590
A3CLH7	ssa:SSA_0589
A3CL53	ssa:SSA_0460
A3CQA6	ssa:SSA_1990
A3CK24	ssa:SSA_0065
A3CPZ6	ssa:SSA_1870
A3CKN9	ssa:SSA_0287
A3CKL7	ssa:SSA_0263
A3CKI1	ssa:SSA_0226
A3CPM2	ssa:SSA_1745
A3CN65	ssa:SSA_1216
A3CMV2	ssa:SSA_1094
A3CMU1	ssa:SSA_1083
A3CMR3	ssa:SSA_1054
A3CLV5	ssa:SSA_0726
A3CLT9	ssa:SSA_0708
A3CL03	ssa:SSA_0408
A3CKN1	ssa:SSA_0278
A3CQF4	ssa:SSA_2036
A3CQQ7	ssa:SSA_2145
A3CQR9	ssa:SSA_2156
A3CP42	ssa:SSA_1557
A3CP41	ssa:SSA_1555
A3CP04	ssa:SSA_1515
A3CP03	ssa:SSA_1514
A3CNQ9	ssa:SSA_1417
A3CNB8	ssa:SSA_1271
A3CNB7	ssa:SSA_1270
A3CNB4	ssa:SSA_1267
A3CNA9	ssa:SSA_1261
A3CNA8	ssa:SSA_1260
A3CNA7	ssa:SSA_1259
A3CN99	ssa:SSA_1251
A3CN97	ssa:SSA_1249
A3CN95	ssa:SSA_1247
A3CN93	ssa:SSA_1245
A3CMX5	ssa:SSA_1119
A3CMX4	ssa:SSA_1118
A3CMX3	ssa:SSA_1117
A3CMS9	ssa:SSA_1070
A3CMS8	ssa:SSA_1069
A3CMG7	ssa:SSA_0950
A3CM06	ssa:SSA_0780
A3CM05	ssa:SSA_0779
A3CM03	ssa:SSA_0777
A3CLR3	ssa:SSA_0680
A3CLR2	ssa:SSA_0679
A3CL56	ssa:SSA_0463
A3CQ73	ssa:SSA_1953
A3CQ74	ssa:SSA_1954
A3CQV8	ssa:SSA_2198
A3CQZ4	ssa:SSA_2235
A3CR23	ssa:SSA_2266
A3CR24	ssa:SSA_2267
A3CR74	ssa:SSA_2320
A3CR75	ssa:SSA_2321
A3CQ25	ssa:SSA_1904
A3CQ27	ssa:SSA_1906
A3CQ30	ssa:SSA_1910
A3CQ31	ssa:SSA_1911
A3CL20	ssa:SSA_0425
A3CKG4	ssa:SSA_0208
A3CPC0	ssa:SSA_1638
A3CNZ0	ssa:SSA_1501
A3CNF1	ssa:SSA_1307
A3CNE9	ssa:SSA_1305
A3CM88	ssa:SSA_0867
A3CM85	ssa:SSA_0864
A3CM84	ssa:SSA_0863
A3CM82	ssa:SSA_0861
A3CLB2	ssa:SSA_0520
A3CKS8	ssa:SSA_0326
A3CKH5	ssa:SSA_0219
A3CR50	ssa:SSA_2294
A3CR84	ssa:SSA_2331
A3CQ41	ssa:SSA_1921
A3CQC7	ssa:SSA_2012
A3CQC8	ssa:SSA_2013
A3CJY8	ssa:SSA_0025
A3CNV9	ssa:SSA_1470
A3CNV8	ssa:SSA_1469
A3CNV7	ssa:SSA_1468
A3CNV6	ssa:SSA_1467
A3CNV5	ssa:SSA_1466
A3CMX2	ssa:SSA_1116
A3CMX1	ssa:SSA_1115
A3CMC1	ssa:SSA_0901
A3CLL0	ssa:SSA_0625
A3CLK8	ssa:SSA_0623
A3CQ53	ssa:SSA_1933
A3CQR7	ssa:SSA_2154
A3CPJ9	ssa:SSA_1722
A3CPH3	ssa:SSA_1695
A3CPH2	ssa:SSA_1694
A3CPH0	ssa:SSA_1692
A3CN00	ssa:SSA_1147
A3CM38	ssa:SSA_0812
A3CM10	ssa:SSA_0784
A3CQD1	ssa:SSA_2016
A3CQD2	ssa:SSA_2017
A3CK01	ssa:SSA_0040
A3CK00	ssa:SSA_0039
A3CPZ1	ssa:SSA_1865
A3CKG3	ssa:SSA_0207
A3CKG2	ssa:SSA_0206
A3CKG1	ssa:SSA_2393
A3CKF9	ssa:SSA_0204
A3CQ29	ssa:SSA_1909
A3CKB6	ssa:SSA_0160
A3CKH9	ssa:SSA_0224
A3CLB7	ssa:SSA_0525
A3CKX9	ssa:SSA_0382
A3CM42	ssa:SSA_0816
A3CMI8	ssa:SSA_0973
A3CMG9	ssa:SSA_0954
A3CMA9	ssa:SSA_0888
A3CQU8	ssa:SSA_2188
A3CQ75	ssa:SSA_1955
A3CN35	ssa:SSA_1185
A3CM19	ssa:SSA_0793
A3CLS1	ssa:SSA_0689
A3CKQ6	ssa:SSA_0304
A3CKF5	ssa:SSA_0200
A3CKI2	ssa:SSA_0227
A3CPV3	ssa:SSA_1826
A3CMP4	ssa:SSA_1034
A3CMP3	ssa:SSA_1033
A3CQ60	ssa:SSA_1940
A3CQF5	ssa:SSA_2037
A3CP47	ssa:SSA_1562
A3CPP2	ssa:SSA_2385
A3CQK1	ssa:SSA_2085
A3CQK3	ssa:SSA_2087
A3CKP0	ssa:SSA_0288
A3CR49	ssa:SSA_2293
A3CQ06	ssa:SSA_1880
A3CKP8	ssa:SSA_0296
A3CKI8	ssa:SSA_0233
A3CNQ2	ssa:SSA_1410
A3CK80	ssa:SSA_0123
A3CNM0	ssa:SSA_1377
A3CNM1	ssa:SSA_1378
A3CNQ0	ssa:SSA_1408
A3CNQ1	ssa:SSA_1409
A3CR87	ssa:SSA_2334
A3CR86	ssa:SSA_2333
A3CK93	ssa:SSA_0136
A3CK92	ssa:SSA_0135
A3CL76	ssa:SSA_0483
A3CLW9	ssa:SSA_0740
A3CLW8	ssa:SSA_0739
A3CLX0	ssa:SSA_0741
A3CQD4	ssa:SSA_2019
A3CQ92	ssa:SSA_1974
A3CQ94	ssa:SSA_1976
A3CQQ3	ssa:SSA_2141
A3CJZ0	ssa:SSA_0027
A3CJY9	ssa:SSA_0026
A3CMT4	ssa:SSA_1076
A3CMU8	ssa:SSA_1090
A3CN67	ssa:SSA_1218
A3CNB2	ssa:SSA_1265
A3CK50	ssa:SSA_0093
A3CJW6	ssa:SSA_0001
A3CJW7	ssa:SSA_0002
A3CJW9	ssa:SSA_0004
A3CJX0	ssa:SSA_0005
A3CJX1	ssa:SSA_0006
A3CJX2	ssa:SSA_0008
A3CJX6	ssa:SSA_0012
A3CJX7	ssa:SSA_0013
A3CJY0	ssa:SSA_0016
A3CJY3	ssa:SSA_0019
A3CJY5	ssa:SSA_0021
A3CJY6	ssa:SSA_0022
A3CJY7	ssa:SSA_0023
A3CJZ2	ssa:SSA_0030
A3CJZ4	ssa:SSA_0032
A3CJZ5	ssa:SSA_0033
A3CJZ8	ssa:SSA_0036
A3CJZ9	ssa:SSA_0037
A3CK02	ssa:SSA_0041
A3CK03	ssa:SSA_0042
A3CK04	ssa:SSA_0043
A3CK08	ssa:SSA_0047
