From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
5076933	A4D9J5	reviewed	MED16_ASPFU	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	sin4 med16 AFUA_1G10525	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	955
5076934	A4D9J6	unreviewed	A4D9J6_ASPFU	Uncharacterized protein	AFUA_1G10645	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	198
5076935	A4D9J4	unreviewed	A4D9J4_ASPFU	Uncharacterized protein	AFUA_1G10650	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	1018
5076936	A4D9J3	unreviewed	A4D9J3_ASPFU	Uncharacterized protein	AFUA_1G11715	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	290
5076937	A4D9J2	unreviewed	A4D9J2_ASPFU	Uncharacterized protein	AFUA_1G11720	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	563
5076938	A4D9K2	unreviewed	A4D9K2_ASPFU	[Histone H3]-trimethyl-L-lysine(9) demethylase (EC 1.14.11.66)	AFUA_1G12332	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	1432
5076939	A4D9K3	unreviewed	A4D9K3_ASPFU	Uncharacterized protein	AFUA_1G12875	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	271
5076940	A4D9K4	unreviewed	A4D9K4_ASPFU	MICOS complex subunit MIC10	AFUA_1G13195	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	91
5076941	A4D9K5	unreviewed	A4D9K5_ASPFU	Ubiquitin-protein ligase Sel1/Ubx2, putative	AFUA_1G14690	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	852
5076942	A4D9K6	unreviewed	A4D9K6_ASPFU	DNA repair protein Dds20/Mei5, putative	AFUA_1G14695	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	286
5076944	A4D9K7	unreviewed	A4D9K7_ASPFU	C6 transcription factor, putative	AFUA_1G14945	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	336
5076945	A4D9K8	unreviewed	A4D9K8_ASPFU	D-arabinono-1,4-lactone oxidase (ALO) (EC 1.1.3.37) (L-galactono-gamma-lactone oxidase)	AFUA_1G14950	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	589
5076946	A4D9K9	unreviewed	A4D9K9_ASPFU	DUF455 domain protein	AFUA_1G16564	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	153
5076947	A4D9L0	unreviewed	A4D9L0_ASPFU	Glutathione S-transferase kappa (EC 2.5.1.18)	AFUA_1G16635	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	223
5076948	A4D9L1	unreviewed	A4D9L1_ASPFU	Uncharacterized protein	AFUA_1G16640	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	248
5076950	A4D9L2	unreviewed	A4D9L2_ASPFU	Aldose 1-epimerase family protein, putative	AFUA_1G17723	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	351
3507996	Q4WL57	unreviewed	Q4WL57_ASPFU	Uncharacterized protein	AFUA_1G00110	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	163
3507997	Q4WL56	unreviewed	Q4WL56_ASPFU	Uncharacterized protein	AFUA_1G00120	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	171
3507781	Q4WL55	unreviewed	Q4WL55_ASPFU	Uncharacterized protein	AFUA_1G00130	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	249
3507783	Q4WL53	unreviewed	Q4WL53_ASPFU	IBR finger domain protein	AFUA_1G00150	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	495
3507784	Q4WL52	unreviewed	Q4WL52_ASPFU	Uncharacterized protein	AFUA_1G00160	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	127
3507785	Q4WL51	unreviewed	Q4WL51_ASPFU	DUF614 domain protein	AFUA_1G00170	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	122
3507786	Q4WL50	unreviewed	Q4WL50_ASPFU	Uncharacterized protein	AFUA_1G00180	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	243
3508018	Q4WL48	unreviewed	Q4WL48_ASPFU	F-box domain and ankyrin repeat protein	AFUA_1G00200	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	398
3508019	Q4WL47	unreviewed	Q4WL47_ASPFU	Uncharacterized protein	AFUA_1G00210	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	417
3508020	Q4WL46	unreviewed	Q4WL46_ASPFU	Uncharacterized protein	AFUA_1G00220	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	716
3508021	Q4WL45	unreviewed	Q4WL45_ASPFU	Uncharacterized protein	AFUA_1G00230	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	759
3508023	Q4WL43	unreviewed	Q4WL43_ASPFU	Serine-rich protein, putative	AFUA_1G00250	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	759
3507523	Q4WL41	unreviewed	Q4WL41_ASPFU	Uncharacterized protein	AFUA_1G00270	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	171
3507524	Q4WL40	unreviewed	Q4WL40_ASPFU	Uncharacterized protein	AFUA_1G00280	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	614
3507527	Q4WL37	unreviewed	Q4WL37_ASPFU	Chitinase (EC 3.2.1.14)	AFUA_1G00310	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	430
3507394	Q4WL36	unreviewed	Q4WL36_ASPFU	Uncharacterized protein	AFUA_1G00320	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	212
3507395	Q4WL35	unreviewed	Q4WL35_ASPFU	Uncharacterized protein	AFUA_1G00330	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	64
3507396	Q4WL34	unreviewed	Q4WL34_ASPFU	Uncharacterized protein	AFUA_1G00340	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	130
3507397	Q4WL33	unreviewed	Q4WL33_ASPFU	Metalloreductase, putative (EC 1.16.1.-)	AFUA_1G00350	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	487
3507415	Q4WL28	unreviewed	Q4WL28_ASPFU	Uncharacterized protein	AFUA_1G00400	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	166
3507417	Q4WL26	unreviewed	Q4WL26_ASPFU	Carboxypeptidase (EC 3.4.16.-)	AFUA_1G00420	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	537
3507500	Q4WL24	unreviewed	Q4WL24_ASPFU	DUF895 domain membrane protein	AFUA_1G00440	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	510
3507501	Q4WL23	unreviewed	Q4WL23_ASPFU	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	AFUA_1G00450	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	430
3507503	Q4WL21	unreviewed	Q4WL21_ASPFU	Betaine aldehyde dehydrogenase, putative (EC 1.2.1.8)	AFUA_1G00470	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	499
3507504	Q4WL20	unreviewed	Q4WL20_ASPFU	Glucosamine-6-phosphate isomerase (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase)	AFUA_1G00480	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	363
3507505	Q4WL19	unreviewed	Q4WL19_ASPFU	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	AFUA_1G00490	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	476
3507429	Q4WL18	unreviewed	Q4WL18_ASPFU	FMN dependent dehydrogenase, putative (EC 1.-.-.-)	AFUA_1G00500	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	404
3507430	Q4WL17	unreviewed	Q4WL17_ASPFU	D-lactate dehydrogenase (Cytochrome), putative (EC 1.1.2.4)	AFUA_1G00510	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	579
3507431	Q4WL16	unreviewed	Q4WL16_ASPFU	F-box domain protein	AFUA_1G00520	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	802
3507432	Q4WL15	unreviewed	Q4WL15_ASPFU	Gluconokinase (EC 2.7.1.12)	AFUA_1G00530	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	201
3507481	Q4WL13	unreviewed	Q4WL13_ASPFU	Uncharacterized protein	AFUA_1G00550	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	472
3507482	Q4WL12	unreviewed	Q4WL12_ASPFU	Pfs domain protein	AFUA_1G00560	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	345
3507484	Q4WL10	unreviewed	Q4WL10_ASPFU	Transcriptional regulator PacG/VIB-1 (EC 3.1.3.2)	AFUA_1G00580	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	529
3507487	Q4WL07	unreviewed	Q4WL07_ASPFU	Uncharacterized protein	AFUA_1G00610	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	603
3507489	Q4WL05	unreviewed	Q4WL05_ASPFU	SWI/SNF family DNA-dependent ATPase, putative	AFUA_1G00630	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	1005
3507490	Q4WL04	unreviewed	Q4WL04_ASPFU	Choline kinase, putative (EC 2.7.1.32)	AFUA_1G00640	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	369
3507491	Q4WL03	unreviewed	Q4WL03_ASPFU	Extracellular alpha-1,3-glucanase/mutanase, putative (EC 3.2.1.-)	AFUA_1G00650	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	457
3507492	Q4WL02	unreviewed	Q4WL02_ASPFU	DUF2786 domain-containing protein	AFUA_1G00660	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	399
3507418	Q4WL01	unreviewed	Q4WL01_ASPFU	Uncharacterized protein	AFUA_1G00670	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	71
3507420	Q4WKZ9	unreviewed	Q4WKZ9_ASPFU	Uncharacterized protein	AFUA_1G00690	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	109
3507421	Q4WKZ8	unreviewed	Q4WKZ8_ASPFU	Uncharacterized protein	AFUA_1G00700	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	1362
3507422	Q4WKZ7	unreviewed	Q4WKZ7_ASPFU	Uncharacterized protein	AFUA_1G00710	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	180
3507423	Q4WKZ6	unreviewed	Q4WKZ6_ASPFU	Uncharacterized protein	AFUA_1G00720	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	192
3507382	Q4WKZ5	unreviewed	Q4WKZ5_ASPFU	DnaJ domain protein	AFUA_1G00730	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	547
3507383	Q4WKZ4	unreviewed	Q4WKZ4_ASPFU	Uncharacterized protein	AFUA_1G00740	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	339
3507384	Q4WKZ3	unreviewed	Q4WKZ3_ASPFU	APH domain-containing protein	AFUA_1G00750	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	538
3507385	Q4WKZ2	unreviewed	Q4WKZ2_ASPFU	Uncharacterized protein	AFUA_1G00760	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	118
3507386	Q4WKZ1	unreviewed	Q4WKZ1_ASPFU	Uncharacterized protein	AFUA_1G00770	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	186
3507468	Q4WKZ0	unreviewed	Q4WKZ0_ASPFU	Uncharacterized protein	AFUA_1G00780	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	215
3507469	Q4WKY9	unreviewed	Q4WKY9_ASPFU	Uncharacterized protein	AFUA_1G00790	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	1416
3507470	Q4WKY8	unreviewed	Q4WKY8_ASPFU	Uncharacterized protein	AFUA_1G00800	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	393
3507471	Q4WKY7	unreviewed	Q4WKY7_ASPFU	Allergen Asp F7-like, putative	AFUA_1G00810	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	267
3507472	Q4WKY6	unreviewed	Q4WKY6_ASPFU	Uncharacterized protein	AFUA_1G00820	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	193
3507473	Q4WKY5	unreviewed	Q4WKY5_ASPFU	Uncharacterized protein	AFUA_1G00830	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	115
3507534	Q4WKY4	unreviewed	Q4WKY4_ASPFU	APH domain-containing protein	AFUA_1G00840	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	632
3507535	Q4WKY3	unreviewed	Q4WKY3_ASPFU	Uncharacterized protein	AFUA_1G00850	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	190
3507537	Q4WKY1	unreviewed	Q4WKY1_ASPFU	Uncharacterized protein	AFUA_1G00890	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	898
3507539	Q4WKX9	unreviewed	Q4WKX9_ASPFU	Uncharacterized protein	AFUA_1G00910	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	467
3507540	Q4WKX8	unreviewed	Q4WKX8_ASPFU	HNHc domain-containing protein	AFUA_1G00920	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	362
3507511	Q4WKX7	unreviewed	Q4WKX7_ASPFU	Uncharacterized protein	AFUA_1G00930	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	344
3507513	Q4WKX5	unreviewed	Q4WKX5_ASPFU	Uncharacterized protein	AFUA_1G00950	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	325
3507515	Q4WKX3	reviewed	FGNE_ASPFU	MFS-type transporter AFUA_1G00970 (Fumigermin biosynthesis cluster protein AFUA_1G00970)	AFUA_1G00970	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	434
3507516	Q4WKX2	reviewed	FGND_ASPFU	FAD-linked oxidoreductase AFUA_1G00980 (EC 1.-.-.-) (Fumigermin biosynthesis cluster protein AFUA_1G00980)	AFUA_1G00980	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	496
3507446	Q4WKX1	reviewed	FGNC_ASPFU	Short-chain dehydrogenase/reductase AFUA_1G00990 (EC 1.-.-.-) (Fumigermin biosynthesis cluster protein AFUA_1G00980)	AFUA_1G00980	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	261
3507447	Q4WKX0	reviewed	FGNB_ASPFU	2-oxoglutarate-dependent dioxygenase AFUA_1G01000 (EC 1.14.11.-) (Fumigermin biosynthesis cluster protein AFUA_1G01000)	AFUA_1G01000	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	385
3507448	Q4WKW9	reviewed	FGNA_ASPFU	Fumigermin synthase (EC 2.3.1.-) (Fumigermin biosynthesis cluster protein A) (Partially reducing polyketide synthase fngA)	fgnA AFUA_1G01010	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	2098
3507449	Q4WKW8	unreviewed	Q4WKW8_ASPFU	Pfs, NACHT and Ankyrin domain protein	AFUA_1G01020	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	1525
3507376	Q4WKW6	unreviewed	Q4WKW6_ASPFU	Pfs domain protein	AFUA_1G01040	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	316
