From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WP_003402602.1	K0F7L4	unreviewed	K0F7L4_9NOCA	DUF1713 domain-containing protein	O3I_038875	Nocardia brasiliensis ATCC 700358	33
WP_003402602.1	I0WB51	unreviewed	I0WB51_RHOOP	DUF1713 domain-containing protein	W59_32848	Rhodococcus imtechensis RKJ300 = JCM 13270	33
WP_003402602.1	A0A857AUK2	unreviewed	A0A857AUK2_CORPS	AURKAIP1/COX24 domain-containing protein	CP258_01430	Corynebacterium pseudotuberculosis 258	33
WP_003402602.1	A0A6H0S1F5	unreviewed	A0A6H0S1F5_9MYCO	AURKAIP1/COX24 domain-containing protein	EXE63_10745	Mycobacterium frederiksbergense	33
WP_003402602.1	A0A554R3D1	unreviewed	A0A554R3D1_9NOCA	AURKAIP1/COX24 domain-containing protein	FFI94_022540	Rhodococcus sp. KBS0724	33
WP_003402602.1	A0A1N3XY02	unreviewed	A0A1N3XY02_9MYCO	Protein of uncharacterized function (DUF1713)	SAMEA2071181_05479 SAMEA2259684_03119 SAMEA2275847_01023	Mycobacteroides abscessus subsp. abscessus	33
WP_003402602.1	K0UDD3	unreviewed	K0UDD3_MYCVA	DUF1713 domain-containing protein	MVAC_26979	Mycolicibacterium vaccae ATCC 25954	33
WP_003402602.1	A0A543F8V0	unreviewed	A0A543F8V0_9NOCA	Uncharacterized protein DUF1713	FB390_1860	Nocardia bhagyanarayanae	33
WP_003402602.1	W5Y5I2	unreviewed	W5Y5I2_9CORY	DUF1713 domain-containing protein	B843_01855	Corynebacterium vitaeruminis DSM 20294	33
WP_003402602.1	A0A1X0H8V9	unreviewed	A0A1X0H8V9_9MYCO	Uncharacterized protein	BST34_06840	Mycolicibacterium monacense DSM 44395	33
WP_003402602.1	A0A0U0W9W5	unreviewed	A0A0U0W9W5_9MYCO	DUF1713 domain-containing protein	BN971_03036	Mycobacterium bohemicum DSM 44277	33
WP_003402602.1	A0A1X0BN58	unreviewed	A0A1X0BN58_9MYCO	DUF1713 domain-containing protein	BST21_19820	Mycolicibacterium celeriflavum	33
WP_003402602.1	A0A1W9Z981	unreviewed	A0A1W9Z981_9MYCO	DUF1713 domain-containing protein	BST14_22275	Mycobacterium arosiense ATCC BAA-1401 = DSM 45069	33
WP_003402602.1	A0A197SC24	unreviewed	A0A197SC24_MYCLR	DUF1713 domain-containing protein	A8144_10670	Mycobacterium leprae 3125609	33
WP_003402602.1	A0A494SWT6	unreviewed	A0A494SWT6_9NOCA	AURKAIP1/COX24 domain-containing protein	D8W71_25250	Rhodococcus sp. P1Y	33
WP_003402602.1	A0A829C8K1	unreviewed	A0A829C8K1_9MYCO	DUF1713 domain-containing protein	MORY_03068	Mycobacterium orygis 112400015	33
WP_003402602.1	V8CUS8	unreviewed	V8CUS8_9NOCA	DUF1713 domain-containing protein	W823_21385	Williamsia sp. D3	33
WP_003402602.1	R7YC36	unreviewed	R7YC36_9ACTN	DUF1713 domain-containing protein	GTC6_07991	Gordonia terrae C-6	33
WP_003402602.1	A0A7X6M1A4	unreviewed	A0A7X6M1A4_9NOCA	AURKAIP1/COX24 domain-containing protein	HGA07_22525	Nocardia veterana	33
WP_003402602.1	A0A1H4XUF8	unreviewed	A0A1H4XUF8_RHOJO	DUF1713 domain-containing protein	SAMN04490220_3476	Rhodococcus jostii	33
WP_003402602.1	A0A7X6MTD4	unreviewed	A0A7X6MTD4_9MYCO	AURKAIP1/COX24 domain-containing protein	HGA11_23420	Mycolicibacterium septicum DSM 44393	33
WP_003402602.1	A0A1N7CW52	unreviewed	A0A1N7CW52_9NOCA	DUF1713 domain-containing protein	SAMN05445060_0401	Williamsia sterculiae	33
WP_003402602.1	A0A378X6J3	unreviewed	A0A378X6J3_9NOCA	Mitochondrial domain of uncharacterized function (DUF1713)	NCTC13184_06840	Nocardia africana	33
WP_003402602.1	A0A2N3VC54	unreviewed	A0A2N3VC54_9NOCA	Uncharacterized protein DUF1713	ATK86_3611	Nocardia fluminea	33
WP_003402602.1	A0A2L2JQ76	unreviewed	A0A2L2JQ76_9NOCA	AURKAIP1/COX24 domain-containing protein (Mitochondrial domain of uncharacterized function (DUF1713))	C5B73_11430 FEK34_21070 FEK35_28040 GV789_05470 GV790_03040 GV791_04170 NCTC10797_03779	Nocardia cyriacigeorgica	33
WP_003402602.1	A0A386U0X0	unreviewed	A0A386U0X0_9MYCO	AURKAIP1/COX24 domain-containing protein	C0J29_04540 EUA02_18350	Mycobacterium paragordonae	33
WP_003402602.1	W5TRA0	unreviewed	W5TRA0_9NOCA	DUF1713 domain-containing protein	NONO_c70360	Nocardia nova SH22a	33
WP_003402602.1	W9DBF7	unreviewed	W9DBF7_9ACTN	DUF1713 domain-containing protein	V525_15705	Gordonia alkanivorans CGMCC 6845	33
WP_003402602.1	W3ZVF0	unreviewed	W3ZVF0_RHORH	DUF1713 domain-containing protein	RR21198_0501	Rhodococcus rhodochrous ATCC 21198	33
WP_003402602.1	A0A1X2LZ91	unreviewed	A0A1X2LZ91_9MYCO	AURKAIP1/COX24 domain-containing protein	B8W66_03420	Mycobacterium decipiens	33
WP_003402602.1	A0A225TQJ9	unreviewed	A0A225TQJ9_9NOCA	AURKAIP1/COX24 domain-containing protein	B9C99_04235	Rhodococcus sp. BUPNP1	33
WP_003402602.1	V9XHT9	unreviewed	V9XHT9_9NOCA	DUF1713 domain-containing protein	Y013_09390	Rhodococcus pyridinivorans SB3094	33
WP_003402602.1	A0A4R6PX76	unreviewed	A0A4R6PX76_9NOCA	Uncharacterized protein DUF1713	DFR75_1011908	Nocardia ignorata	33
WP_003402602.1	A0A0H5RQ88	unreviewed	A0A0H5RQ88_9MYCO	DUF1713 domain-containing protein	BN2156_03177	Mycolicibacterium neworleansense	33
WP_003402602.1	A0A410WBC5	unreviewed	A0A410WBC5_9CORY	DUF1713 domain-containing protein	CPELA_09925	Corynebacterium pelargi	33
WP_003402602.1	A0A1X0LB48	unreviewed	A0A1X0LB48_9MYCO	DUF1713 domain-containing protein	B4U45_17870 LAUMK42_00738	Mycobacterium persicum	33
WP_003402602.1	A0A1Z4F2R2	unreviewed	A0A1Z4F2R2_9MYCO	DUF1713 domain-containing protein	MSTE_04170	[Mycobacterium] stephanolepidis	33
WP_003402602.1	A0A2I9DA01	unreviewed	A0A2I9DA01_9NOCA	DUF1713 domain-containing protein	Br6_03501	Rhodococcus sp. Br-6	33
WP_003402602.1	A0A2W5K9I0	unreviewed	A0A2W5K9I0_9ACTN	AURKAIP1/COX24 domain-containing protein	DI579_04430 LC603019_00642	Lawsonella clevelandensis	33
WP_003402602.1	A0A1W0AY30	unreviewed	A0A1W0AY30_9NOCA	DUF1713 domain-containing protein	B0T46_19710	Nocardia donostiensis	33
WP_003402602.1	A0A1X0JC89	unreviewed	A0A1X0JC89_9MYCO	DUF1713 domain-containing protein	BST43_01945	Mycobacteroides saopaulense	33
WP_003402602.1	A0A1H2JZZ7	unreviewed	A0A1H2JZZ7_9ACTN	DUF1713 domain-containing protein	SAMN04488548_1342701	Gordonia westfalica	33
WP_003402602.1	A0A2N6T9Z2	unreviewed	A0A2N6T9Z2_9CORY	AURKAIP1/COX24 domain-containing protein	CJ202_08015 DI525_06310	Corynebacterium kroppenstedtii	33
WP_003402602.1	A0A438BGW2	unreviewed	A0A438BGW2_9NOCA	AURKAIP1/COX24 domain-containing protein	EGT67_07995	Rhodococcus agglutinans	33
WP_003402602.1	A0A143Q5P8	unreviewed	A0A143Q5P8_9NOCA	DUF1713 domain-containing protein	A3Q40_00253	Rhodococcus sp. PBTS 1	33
WP_003402602.1	A0A7D6DZF1	unreviewed	A0A7D6DZF1_9MYCO	AURKAIP1/COX24 domain-containing protein	H0P51_04220	Mycobacterium vicinigordonae	33
WP_003402602.1	A0A290XKM8	unreviewed	A0A290XKM8_9ACTN	AURKAIP1/COX24 domain-containing protein	CNO18_04270	Gordonia sp. 1D	33
WP_003402602.1	A0A2U1ZKM9	unreviewed	A0A2U1ZKM9_9ACTN	Mitochondrial domain of uncharacterized function (DUF1713)	ACN93_08720 NCTC8139_03343	Gordonia paraffinivorans	33
WP_003402602.1	A0A2A2ZCD7	unreviewed	A0A2A2ZCD7_MYCAV	AURKAIP1/COX24 domain-containing protein	CKJ66_23130 CKJ75_21415	Mycobacterium avium	33
WP_003402602.1	A0A7Y4PJF9	unreviewed	A0A7Y4PJF9_MYCFO	AURKAIP1/COX24 domain-containing protein	HGK70_24405 HGK73_24215	Mycolicibacterium fortuitum (Mycobacterium fortuitum)	33
WP_003402602.1	A0A653F6K6	unreviewed	A0A653F6K6_MYCKA	DUF1713 domain-containing protein	BIN_B_05229	Mycobacterium kansasii	33
WP_003402602.1	A0A809IDG4	unreviewed	A0A809IDG4_MYCPC	AURKAIP1/COX24 domain-containing protein	EC390_09870	Mycobacterium paratuberculosis	33
WP_003402602.1	A0A0E8NNI2	unreviewed	A0A0E8NNI2_MYCTX	AURKAIP1/COX24 domain-containing protein (Protein of uncharacterized function (DUF1713))	CAB90_00574 E5M05_19115 E5M23_11885 E5M52_18600 E5M78_18505 ERS007661_00762 ERS007663_04003 ERS007665_03324 ERS007670_01355 ERS007679_03418 ERS007681_00515 ERS007683_02002 ERS007688_01518 ERS007720_01749 ERS007722_02160 ERS007741_02064 ERS027646_00754 ERS027659_02191 ERS027661_00626 SAMEA2683035_00978	Mycobacterium tuberculosis	33
WP_003402602.1	A0A4Y6ISS3	unreviewed	A0A4Y6ISS3_MYCCH	AURKAIP1/COX24 domain-containing protein	FJK96_21250	Mycobacteroides chelonae (Mycobacterium chelonae)	33
WP_003402602.1	A0A1X0EI36	unreviewed	A0A1X0EI36_MYCMA	DUF1713 domain-containing protein	BST29_05025	Mycobacterium malmoense	33
WP_003402602.1	A0A1X0KHL7	unreviewed	A0A1X0KHL7_MYCSC	DUF1713 domain-containing protein	BST44_11445	Mycobacterium scrofulaceum	33
WP_003402602.1	A0A1X0Y7M7	unreviewed	A0A1X0Y7M7_MYCSI	AURKAIP1/COX24 domain-containing protein	B5M45_12150 F0Q45_05395	Mycobacterium simiae (Mycobacterium habana)	33
WP_003402602.1	A0A255DEB7	unreviewed	A0A255DEB7_9MYCO	AURKAIP1/COX24 domain-containing protein	CG716_17950	Mycolicibacterium sphagni	33
WP_003402602.1	A0A3S4VNA9	unreviewed	A0A3S4VNA9_MYCAU	Protein of uncharacterized function (DUF1713)	NCTC10437_00699	Mycolicibacterium aurum (Mycobacterium aurum)	33
WP_003402602.1	A0A1G6RMR1	unreviewed	A0A1G6RMR1_MYCNE	DUF1713 domain-containing protein	SAMN04488581_1768	Mycolicibacterium neoaurum (Mycobacterium neoaurum)	33
WP_003402602.1	A0A378RH36	unreviewed	A0A378RH36_9MYCO	Protein of uncharacterized function (DUF1713)	NCTC10820_02377	Mycolicibacterium aichiense	33
WP_003402602.1	A0A0J6W7H1	unreviewed	A0A0J6W7H1_MYCCU	DUF1713 domain-containing protein	MCHUDSM44219_02732	Mycolicibacterium chubuense (Mycobacterium chubuense)	33
WP_003402602.1	A0A1T3WKX8	unreviewed	A0A1T3WKX8_9MYCO	AURKAIP1/COX24 domain-containing protein	BV510_06895 CRI78_08085	Mycobacterium diernhoferi	33
WP_003402602.1	A0A3M0H6U1	unreviewed	A0A3M0H6U1_9NOCA	AURKAIP1/COX24 domain-containing protein	AYK61_24810	Rhodococcus sp. SBT000017	33
WP_003402602.1	A0A378SIC4	unreviewed	A0A378SIC4_9MYCO	Protein of uncharacterized function (DUF1713)	NCTC10742_00810	Mycolicibacterium gilvum	33
WP_003402602.1	A0A0J6YUB5	unreviewed	A0A0J6YUB5_9MYCO	AURKAIP1/COX24 domain-containing protein	EUA04_05685 MOBUDSM44075_02586	Mycolicibacterium obuense	33
WP_003402602.1	A0A378Y8Z3	unreviewed	A0A378Y8Z3_9NOCA	AURKAIP1/COX24 domain-containing protein (Mitochondrial domain of uncharacterized function (DUF1713))	FOH10_34550 NCTC1934_01143	Nocardia otitidiscaviarum	33
WP_003402602.1	A0A143QHM3	unreviewed	A0A143QHM3_RHOFA	AURKAIP1/COX24 domain-containing protein	A3Q41_00557 CH298_15420	Rhodococcus fascians	33
WP_003402602.1	A0A2T1HJT9	unreviewed	A0A2T1HJT9_RHORH	AURKAIP1/COX24 domain-containing protein	C6369_002965 D1O33_11595 GSM98_09405	Rhodococcus rhodochrous	33
WP_003402602.1	A0A1F2Q5H5	unreviewed	A0A1F2Q5H5_RHOER	AURKAIP1/COX24 domain-containing protein	BS297_30515 DVG80_12575 I3517_09520 RERY_01850	Rhodococcus erythropolis (Arthrobacter picolinophilus)	33
WP_003402602.1	A0A1H7JB33	unreviewed	A0A1H7JB33_9NOCA	DUF1713 domain-containing protein	SAMN05444583_103131	Rhodococcus maanshanensis	33
WP_003402602.1	A0A853AE25	unreviewed	A0A853AE25_9PSEU	DUF1713 domain-containing protein	HNR68_001015	Saccharopolyspora hordei	33
WP_003402602.1	A0A4Y7AY81	unreviewed	A0A4Y7AY81_9NOCA	AURKAIP1/COX24 domain-containing protein	EEB12_07355	Rhodococcus sp. WS1	33
WP_003402602.1	A0A235G6X9	unreviewed	A0A235G6X9_9NOCA	Uncharacterized protein DUF1713	BDB13_2299	Rhodococcus sp. OK302	33
WP_003402602.1	A0A1X1AY91	unreviewed	A0A1X1AY91_9NOCA	AURKAIP1/COX24 domain-containing protein	BFL43_15285	Williamsia sp. 1135	33
WP_003402602.1	A1UAP1	unreviewed	A1UAP1_MYCSK	DUF1713 domain-containing protein	Mkms_0683	Mycobacterium sp. (strain KMS)	33
WP_003402602.1	A0A261D1Z8	unreviewed	A0A261D1Z8_9NOCA	AURKAIP1/COX24 domain-containing protein	BH683_016125	Williamsia sp. 1138	33
WP_003402602.1	A0A842GYT1	unreviewed	A0A842GYT1_9NOCA	AURKAIP1/COX24 domain-containing protein	H0B42_09670	Rhodococcus aetherivorans	33
WP_003402602.1	A0A1Q8I7F2	unreviewed	A0A1Q8I7F2_9NOCA	DUF1713 domain-containing protein	BKE56_027420	Rhodococcus sp. M8	33
WP_003402602.1	A0A1X0A5V7	unreviewed	A0A1X0A5V7_9MYCO	DUF1713 domain-containing protein	BST13_32830	Mycobacterium aquaticum	33
WP_003402602.1	A0A1P8X6Q2	unreviewed	A0A1P8X6Q2_9MYCO	DUF1713 domain-containing protein	BVC93_05620	Mycobacterium sp. MS1601	33
WP_003402602.1	A0A328GWZ3	unreviewed	A0A328GWZ3_MYCTX	AURKAIP1/COX24 domain-containing protein	C9J59_002915	Mycobacterium tuberculosis variant pinnipedii	33
WP_003402602.1	A0A1V4PL85	unreviewed	A0A1V4PL85_9MYCO	DUF1713 domain-containing protein	B1790_22380	Mycobacterium sp. AT1	33
WP_003402602.1	A0A1V4QBE8	unreviewed	A0A1V4QBE8_9ACTN	DUF1713 domain-containing protein	B1964_03460	Gordonia sp. i37	33
WP_003402602.1	A0A1U0CDV8	unreviewed	A0A1U0CDV8_9MYCO	Protein of uncharacterized function (DUF1713)	SAMEA2259716_00971 SAMEA2275661_04232 SAMEA2275744_01979	Mycobacteroides abscessus subsp. massiliense	33
WP_003402602.1	A0A2S2BSA4	unreviewed	A0A2S2BSA4_9NOCA	AURKAIP1/COX24 domain-containing protein	CBI38_07815	Rhodococcus sp. S2-17	33
WP_003402602.1	A0A2A7UHS0	unreviewed	A0A2A7UHS0_9NOCA	AURKAIP1/COX24 domain-containing protein	CRM89_19715	Nocardia sp. FDAARGOS_372	33
WP_003402602.1	A0A260AGM6	unreviewed	A0A260AGM6_9NOCA	AURKAIP1/COX24 domain-containing protein	CH254_07970	Rhodococcus sp. 06-412-2C	33
WP_003402602.1	A0A260IKT6	unreviewed	A0A260IKT6_9NOCA	AURKAIP1/COX24 domain-containing protein	CH257_17030	Rhodococcus sp. 05-2256-B3	33
WP_003402602.1	A0A260M3A8	unreviewed	A0A260M3A8_9NOCA	AURKAIP1/COX24 domain-containing protein	CH259_21805	Rhodococcus sp. 05-2254-4	33
WP_003402602.1	A0A259X0Z4	unreviewed	A0A259X0Z4_9NOCA	AURKAIP1/COX24 domain-containing protein	CH267_26035	Rhodococcus sp. 06-621-2	33
WP_003402602.1	A0A260Q4Z2	unreviewed	A0A260Q4Z2_9NOCA	AURKAIP1/COX24 domain-containing protein	CH270_00255	Rhodococcus sp. 02-925g	33
WP_003402602.1	A0A260B107	unreviewed	A0A260B107_9NOCA	AURKAIP1/COX24 domain-containing protein	CH275_25015	Rhodococcus sp. 06-235-1A	33
WP_003402602.1	A0A259YNA8	unreviewed	A0A259YNA8_9NOCA	AURKAIP1/COX24 domain-containing protein	CH277_11080	Rhodococcus sp. 06-469-3-2	33
WP_003402602.1	A0A260C045	unreviewed	A0A260C045_9NOCA	AURKAIP1/COX24 domain-containing protein	CH281_01565	Rhodococcus sp. 06-221-2	33
WP_003402602.1	A0A260ECQ1	unreviewed	A0A260ECQ1_9NOCA	AURKAIP1/COX24 domain-containing protein	CH284_07320	Rhodococcus sp. 06-156-3	33
WP_003402602.1	A0A260QWD4	unreviewed	A0A260QWD4_9NOCA	AURKAIP1/COX24 domain-containing protein	CH305_14080	Rhodococcus sp. 15-649-2-2	33
WP_003402602.1	A0A260R4M2	unreviewed	A0A260R4M2_9NOCA	AURKAIP1/COX24 domain-containing protein	CH304_15195	Rhodococcus sp. 15-649-1-2	33
WP_003402602.1	A0A260RV63	unreviewed	A0A260RV63_9NOCA	AURKAIP1/COX24 domain-containing protein	CH302_26190	Rhodococcus sp. 15-2388-1-1a	33
WP_003402602.1	A0A260TP65	unreviewed	A0A260TP65_9NOCA	AURKAIP1/COX24 domain-containing protein	CH299_15310	Rhodococcus sp. 14-2686-1-2	33
WP_003402602.1	A0A260V830	unreviewed	A0A260V830_9NOCA	AURKAIP1/COX24 domain-containing protein	CH295_14770	Rhodococcus sp. 14-2483-1-2	33
WP_003402602.1	A0A260WZY1	unreviewed	A0A260WZY1_9NOCA	AURKAIP1/COX24 domain-containing protein	CH292_07720	Rhodococcus sp. 14-2470-1a	33
WP_003402602.1	A0A5A7X8T7	unreviewed	A0A5A7X8T7_9MYCO	AURKAIP1/COX24 domain-containing protein	CIW52_03190	Mycolicibacterium sp. P9-64	33
WP_003402602.1	A0A5A7ZS25	unreviewed	A0A5A7ZS25_9MYCO	AURKAIP1/COX24 domain-containing protein	CIW51_09385	Mycolicibacterium sp. P9-22	33
WP_003402602.1	A0A5A7YAR0	unreviewed	A0A5A7YAR0_9MYCO	AURKAIP1/COX24 domain-containing protein	CIW49_00685	Mycolicibacterium sp. P1-18	33
WP_003402602.1	A0A2A3FYR4	unreviewed	A0A2A3FYR4_9NOCA	AURKAIP1/COX24 domain-containing protein	CJ179_19535	Rhodococcus sp. ACS1	33
WP_003402602.1	A0A2A3FFD0	unreviewed	A0A2A3FFD0_9NOCA	AURKAIP1/COX24 domain-containing protein	CJ178_11650	Rhodococcus sp. ACPA4	33
WP_003402602.1	A0A2A3GM54	unreviewed	A0A2A3GM54_9NOCA	AURKAIP1/COX24 domain-containing protein	CJ177_16965	Rhodococcus sp. ACPA1	33
WP_003402602.1	A0A7Z6L2I4	unreviewed	A0A7Z6L2I4_9NOCA	AURKAIP1/COX24 domain-containing protein	CVN56_05485	Rhodococcus sp. AQ5-07	33
WP_003402602.1	A0A2I1R8M5	unreviewed	A0A2I1R8M5_9ACTN	AURKAIP1/COX24 domain-containing protein (Mitochondrial domain of uncharacterized function (DUF1713))	CYJ73_10325 G8C36_20300 NCTC10669_01125	Gordonia terrae	33
WP_003402602.1	A0A3P8L0H9	unreviewed	A0A3P8L0H9_TSUPA	Mitochondrial domain of uncharacterized function (DUF1713)	NCTC10741_00937	Tsukamurella paurometabola (Corynebacterium paurometabolum)	33
WP_003402602.1	A0A3G6J2R3	unreviewed	A0A3G6J2R3_9CORY	DUF1713 domain-containing protein	CGERO_09725	Corynebacterium gerontici	33
WP_003402602.1	A0A3G6IWP8	unreviewed	A0A3G6IWP8_9CORY	DUF1713 domain-containing protein	CPPEL_10115	Corynebacterium pseudopelargi	33
WP_003402602.1	A0A366DL10	unreviewed	A0A366DL10_9NOCA	Uncharacterized protein DUF1713	DFR74_105133	Nocardia puris	33
WP_003402602.1	A0A2S8L8K9	unreviewed	A0A2S8L8K9_9MYCO	AURKAIP1/COX24 domain-containing protein	C6A82_11955	Mycobacterium sp. ITM-2016-00318	33
WP_003402602.1	A0A2S8KXN3	unreviewed	A0A2S8KXN3_9MYCO	AURKAIP1/COX24 domain-containing protein	C6A86_20420	Mycobacterium sp. ITM-2016-00316	33
WP_003402602.1	L0ISQ1	unreviewed	L0ISQ1_9MYCO	DUF1713 domain-containing protein	Mycsm_00557	Mycobacterium sp. JS623	33
WP_003402602.1	A0A2T2Z9I8	unreviewed	A0A2T2Z9I8_9NOCA	AURKAIP1/COX24 domain-containing protein	C8258_22310	Nocardia sp. MDA0666	33
WP_003402602.1	A0A2T5L999	unreviewed	A0A2T5L999_9NOCA	Uncharacterized protein DUF1713	C8K36_101259	Rhodococcus sp. OK519	33
WP_003402602.1	A0A3N7B0H2	unreviewed	A0A3N7B0H2_9NOCA	AURKAIP1/COX24 domain-containing protein	DBV08_16975	Rhodococcus sp. KBW08	33
WP_003402602.1	A0A3E1HIM6	unreviewed	A0A3E1HIM6_9MYCO	AURKAIP1/COX24 domain-containing protein	MUBE_05095	Mycobacterium uberis	33
WP_003402602.1	B2HQW8	unreviewed	B2HQW8_MYCMM	DUF1713 domain-containing protein	MMAR_0828	Mycobacterium marinum (strain ATCC BAA-535 / M)	33
WP_003402602.1	A0A370FVU6	unreviewed	A0A370FVU6_9NOCA	Uncharacterized protein DUF1713	DEU38_102133	Rhodococcus sp. AG1013	33
WP_003402602.1	A0A854UZN7	unreviewed	A0A854UZN7_MYCIT	AURKAIP1/COX24 domain-containing protein	CKJ57_24115	Mycobacterium intracellulare subsp. chimaera	33
WP_003402602.1	A0A379LYG6	unreviewed	A0A379LYG6_9NOCA	Mitochondrial domain of uncharacterized function (DUF1713)	NCTC13296_01956	Rhodococcus gordoniae	33
WP_003402602.1	A0A4R1G8D9	unreviewed	A0A4R1G8D9_9NOCA	Uncharacterized protein DUF1713	DFR71_1228	Nocardia alba	33
WP_003402602.1	A0A329MD51	unreviewed	A0A329MD51_9MYCO	AURKAIP1/COX24 domain-containing protein	DQP55_00200	Mycolicibacterium sp. GF69	33
WP_003402602.1	A0A318K674	unreviewed	A0A318K674_9NOCA	Uncharacterized protein DUF1713	DFR70_10487	Nocardia tenerifensis	33
WP_003402602.1	A0A679LCS0	unreviewed	A0A679LCS0_MYCBO	30S small ribosomal subunit	BQ2027_MB0512A	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	33
WP_003402602.1	A0A3A4K680	unreviewed	A0A3A4K680_9NOCA	AURKAIP1/COX24 domain-containing protein	D5S18_09700	Nocardia panacis	33
WP_003402602.1	A0A498QQV3	unreviewed	A0A498QQV3_9MYCO	DUF1713 domain-containing protein	LAUMK142_00700	Mycobacterium pseudokansasii	33
WP_003402602.1	A0A498PR39	unreviewed	A0A498PR39_9MYCO	DUF1713 domain-containing protein	LAUMK13_00560	Mycobacterium innocens	33
WP_003402602.1	C0ZUU8	unreviewed	C0ZUU8_RHOE4	DUF1713 domain-containing protein	RER_16350	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	33
WP_003402602.1	A0A317NEN9	unreviewed	A0A317NEN9_9NOCA	Uncharacterized protein DUF1713	DFR69_107252	Nocardia neocaledoniensis	33
WP_003402602.1	A0A386Z7F9	unreviewed	A0A386Z7F9_9NOCA	AURKAIP1/COX24 domain-containing protein	D7D52_06330	Nocardia yunnanensis	33
WP_003402602.1	A0A3G8JTU2	unreviewed	A0A3G8JTU2_9ACTN	DUF1713 domain-containing protein	D7316_04591	Gordonia insulae	33
WP_003402602.1	A0A0H2ZWX9	unreviewed	A0A0H2ZWX9_MYCA1	Conserved domain protein	MAV_4650	Mycobacterium avium (strain 104)	33
WP_003402602.1	A0QR10	unreviewed	A0QR10_MYCS2	Conserved domain protein	MSMEG_0945	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	33
WP_003402602.1	A0A809GZ75	unreviewed	A0A809GZ75_MYCCH	AURKAIP1/COX24 domain-containing protein	DYE20_20795	[Mycobacterium] chelonae subsp. gwanakae	33
WP_003402602.1	A0A3M2L2V9	unreviewed	A0A3M2L2V9_9NOCA	AURKAIP1/COX24 domain-containing protein	EBN03_19590	Nocardia stercoris	33
WP_003402602.1	A0A3N4GS12	unreviewed	A0A3N4GS12_9ACTN	AURKAIP1/COX24 domain-containing protein	EF294_02230	Gordonia oryzae	33
WP_003402602.1	A0A3S3AIR7	unreviewed	A0A3S3AIR7_9NOCA	AURKAIP1/COX24 domain-containing protein	EF834_14280	Rhodococcus spongiicola	33
WP_003402602.1	A0A3S3DYI1	unreviewed	A0A3S3DYI1_9NOCA	AURKAIP1/COX24 domain-containing protein	EGT50_13060	Rhodococcus xishaensis	33
