From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WP_012479998.1	A0A0F5ZNP5	unreviewed	A0A0F5ZNP5_STEMA	Membrane protein	VM57_08825	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	167
WP_012480039.1	A0A0F5ZNR8	unreviewed	A0A0F5ZNR8_STEMA	Uncharacterized protein	E5C33_09685 FLFIOBJN_02613 HKK60_12020 VM57_09160	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	94
WP_012479999.1	A0A0F5ZNT1	unreviewed	A0A0F5ZNT1_STEMA	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)	FLFIOBJN_02564 VM57_08830	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	267
WP_012480015.1	A0A0F5ZNU6	unreviewed	A0A0F5ZNU6_STEMA	Histidine kinase (EC 2.7.13.3)	FLFIOBJN_02585 VM57_09015	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	378
WP_043035001.1	A0A0F5ZP37	unreviewed	A0A0F5ZP37_STEMA	Uncharacterized protein	EKL94_11700 FLFIOBJN_03928 VM57_07720	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	132
WP_012479636.1	A0A0F5ZP49	unreviewed	A0A0F5ZP49_STEMA	Phosphate-binding protein PstS	pstS pstS_2 BWP19_03810 FEO86_07775 FLFIOBJN_03781 VM57_06400	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	338
WP_012479595.1	A0A0F5ZP64	unreviewed	A0A0F5ZP64_STEMA	Glyoxalase	FLFIOBJN_01425 VM57_06045	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	147
WP_012480640.1	A0A0F5ZP88	unreviewed	A0A0F5ZP88_STEMA	TrbC/VirB2 family protein (Type VI secretion protein)	BWP19_19620 FLFIOBJN_02862 HKK60_08570 VM57_12475	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	139
WP_012479600.1	A0A0F5ZP99	unreviewed	A0A0F5ZP99_STEMA	Aldehyde-activating protein (GFA family protein)	FLFIOBJN_01431 HKK60_14705 VM57_06075	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	118
WP_012481683.1	A0A0F5ZPA5	unreviewed	A0A0F5ZPA5_STEMA	Glycerophosphodiester phosphodiesterase (Glycerophosphoryl diester phosphodiesterase)	FLFIOBJN_03346 VM57_19765	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	371
WP_024957929.1	A0A0F5ZPB2	unreviewed	A0A0F5ZPB2_STEMA	Uncharacterized protein	BWP19_11080 E5C33_20040 VM57_18395	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	118
WP_012480578.1	A0A0F5ZPH2	unreviewed	A0A0F5ZPH2_STEMA	Transcriptional regulator (Transcriptional regulator LldR)	lldR B9Y64_11020 C6Y55_13300 EKL94_13880 FEO88_14190 FLFIOBJN_02035 I5T99_18755 I5V54_19045 VM57_12020	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	254
WP_012481369.1	A0A0F5ZPJ5	unreviewed	A0A0F5ZPJ5_STEMA	Membrane protein (RDD family protein)	FLFIOBJN_01169 VM57_17550	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	310
WP_012479733.1	A0A0F5ZQ16	unreviewed	A0A0F5ZQ16_STEMA	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA FLFIOBJN_04278 HKK60_13475 VM57_07645	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	317
WP_044569323.1	A0A0F5ZQ36	unreviewed	A0A0F5ZQ36_STEMA	Uncharacterized protein	VM57_00370	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	172
WP_012479612.1	A0A0F5ZQ90	unreviewed	A0A0F5ZQ90_STEMA	Uncharacterized protein	BWP19_03575 FLFIOBJN_03097 VM57_06225	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	81
WP_043034145.1	A0A0F5ZQ94	unreviewed	A0A0F5ZQ94_STEMA	Uncharacterized protein	VM57_05240	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	110
WP_044569378.1	A0A0F5ZQY2	unreviewed	A0A0F5ZQY2_STEMA	Uncharacterized protein	FLFIOBJN_00039 VM57_01020	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	92
WP_012479667.1	A0A0F5ZR15	unreviewed	A0A0F5ZR15_STEMA	Glutathione S-transferase (Glutathione S-transferase family protein)	BWP19_02085 FEO86_08000 FLFIOBJN_02912 HKK60_14100 VM57_06605	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	206
WP_012479554.1	A0A0F5ZR89	unreviewed	A0A0F5ZR89_STEMA	Bleomycin resistance protein	FLFIOBJN_01371 VM57_05790	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	119
WP_012479369.1	A0A0F5ZRC1	unreviewed	A0A0F5ZRC1_STEMA	SET domain protein (SET domain-containing protein-lysine N-methyltransferase)	A7X75_20170 A7X82_01250 ARC23_08935 B9Y57_16995 B9Y64_02460 B9Y88_04260 BWP19_09030 C7E14_12000 CEE63_07630 CEK00_00280 DI592_11195 DUW70_05755 EGM71_05245 FEO86_05820 FEO88_05485 FEO89_05615 FEO94_05140 HKK60_16275 I5T99_02680 I5V54_15165 VM57_04865	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	155
WP_032963135.1	A0A0F5ZRZ3	unreviewed	A0A0F5ZRZ3_STEMA	Epoxyqueuosine reductase QueH (EC 1.17.99.6) (Queuosine biosynthesis protein QueH)	queH BWP19_00715 VM57_00920	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	223
WP_024958226.1	A0A0H2QL63	unreviewed	A0A0H2QL63_STEMA	Flagellar motor switch protein FliG	fliG A7X75_05560 A7X82_06010 A7X83_22555 B9Y57_09860 B9Y64_18395 B9Y74_06510 B9Y76_09715 B9Y88_10085 BWP19_13085 C6Y55_10280 C7E14_19325 CEE63_17800 CEK00_10985 DI034_17025 DKY64_12420 DUW70_13325 E5C33_10345 EGJ89_20895 EGM71_09905 EKL94_20290 FEO86_10760 FEO88_11560 FEO89_10480 FEO90_09915 FEO94_10070 FEO95_11170 HKK60_11455 I5T99_09095 I5V54_14640 VL23_17070	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	328
WP_012481667.1	A0A0H2QLZ8	unreviewed	A0A0H2QLZ8_STEMA	MarR family transcriptional regulator	B9Y74_18105 B9Y88_21885 C6Y55_22705 DI034_21075 DUW70_23780 E5C33_21215 EGJ89_10580 EGM71_20765 EKL94_22150 FEO86_21595 FEO88_23185 FEO89_21630 FEO95_22690 HKK60_20865 I5V54_16995	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	151
WP_012481154.1	A0A0J8PQ78	unreviewed	A0A0J8PQ78_STEMA	Formate dehydrogenase iron-sulfur subunit	fdxH B9Y74_14010 C6Y55_18725 CEE63_08780 CEK00_18910 DUW70_19755 EGM71_16765 FEO86_17725 FEO94_17690 FLFIOBJN_02782 HKK60_04490 I5T99_11085 I5V54_21705	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	305
WP_012479957.1	A0A0J8PUN0	unreviewed	A0A0J8PUN0_STEMA	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	guaA B9Y57_08435 FLFIOBJN_02674	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	521
WP_012479558.1	A0A0K2IHV6	unreviewed	A0A0K2IHV6_STEMA	EamA family transporter (Membrane protein)	B9Y74_02010 C6Y55_06525 DKY64_09200 DUW70_06705 EGJ89_06810 FEO88_06670 FEO89_06660 FLFIOBJN_01378 HKK60_14970 I5V54_00690	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	119
WP_012480266.1	A0A0K2IKD8	unreviewed	A0A0K2IKD8_STEMA	Ohr family peroxiredoxin (Peroxiredoxin)	B9Y57_11145 DKY64_11830 FLFIOBJN_00768 HKK60_10885	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	171
WP_012481619.1	A0A0K2J1N4	unreviewed	A0A0K2J1N4_STEMA	Protein-tyrosine-phosphatase (EC 3.1.3.48)	A9K58_05515 FLFIOBJN_00507	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	108
WP_024958226.1	A0A0L8AD91	unreviewed	A0A0L8AD91_9GAMM	Flagellar motor switch protein FliG	W7K_05855	Stenotrophomonas geniculata N1	328
WP_012479638.1	A0A0M0N6L4	unreviewed	A0A0M0N6L4_STEMA	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	nth FEO86_07785 HKK60_14315	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	229
WP_012479575.1	A0A0M0N7H7	unreviewed	A0A0M0N7H7_STEMA	Uncharacterized protein	A7X82_00230 BWP19_10105 FLFIOBJN_01398	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	136
WP_033834056.1	A0A0M0NC29	unreviewed	A0A0M0NC29_STEMA	Aromatic ring-cleaving dioxygenase (DOPA 4,5-dioxygenase family protein) (Dopa 45-dioxygenase)	BN126310107 FEO86_19630 FLFIOBJN_01114 HKK60_18995	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	242
WP_012481236.1	A0A0M0NCD1	unreviewed	A0A0M0NCD1_STEMA	Efflux transporter periplasmic adaptor subunit (HlyD family secretion protein)	B9Y74_14645 BWP19_17135 FLFIOBJN_02737 HKK60_17710	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	360
WP_012481279.1	A0A0M0NCQ2	unreviewed	A0A0M0NCQ2_STEMA	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase)	folK BN1263320007 FEO86_18615 HKK60_17985	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	161
WP_012481182.1	A0A0M0ND14	unreviewed	A0A0M0ND14_STEMA	ATP-dependent protease	BWP19_19310 FEO86_17925 FLFIOBJN_03307 HKK60_04295	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	192
WP_012481016.1	A0A0M0NDT8	unreviewed	A0A0M0NDT8_STEMA	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE A7X75_02165 B9Y57_05165 BWP19_14575 FEO86_16640 HKK60_05800	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	360
WP_012480835.1	A0A0M0NE29	unreviewed	A0A0M0NE29_STEMA	Dihydroorotase (EC 3.5.2.3, EC 3.5.2.5)	BWP19_01835 FEO86_15085 FLFIOBJN_00965	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	448
WP_012480639.1	A0A0M0NF30	unreviewed	A0A0M0NF30_STEMA	VirB3 family type IV secretion system protein	B9Y57_13305 BWP19_19615 HKK60_08575	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	102
WP_019184727.1	A0A0M0NFW9	unreviewed	A0A0M0NFW9_STEMA	Copper amine oxidase (DUF411 domain-containing protein)	B9Y57_10780 B9Y64_19080 B9Y76_10340 B9Y88_10860 C6Y55_11070 C7E14_01235 FEO89_11150 FLFIOBJN_03258	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	121
WP_012480148.1	A0A0M0NGF6	unreviewed	A0A0M0NGF6_STEMA	ABC transporter permease (Iron ABC transporter permease)	BWP19_06375 EKL94_07960 FLFIOBJN_04392	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	347
WP_032966688.1	A0A0M0NGY9	unreviewed	A0A0M0NGY9_STEMA	DMT family transporter	FEO86_09920	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	295
WP_024958219.1	A0A0M0NI54	unreviewed	A0A0M0NI54_STEMA	Competence protein ComEA	BWP19_09150	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	108
WP_019184735.1	A0A0M0NTZ3	unreviewed	A0A0M0NTZ3_STEMA	Uncharacterized protein	B9Y64_19135 B9Y76_10395 B9Y88_10915 BWP19_16295 C7E14_01180 FEO89_11205 FEO94_11170 FLFIOBJN_03247	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	91
WP_012480646.1	A0A0M0NV35	unreviewed	A0A0M0NV35_STEMA	Uncharacterized protein	A7X75_07835 B9Y76_13115 BWP19_19650 FEO90_12775 HKK60_08540	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	148
WP_012481080.1	A0A0M1DHJ1	unreviewed	A0A0M1DHJ1_STEMA	Chaperone protein ClpB	clpB B9Y88_17045 BWP19_06100 FEO86_17185 FEO90_15935 FLFIOBJN_03422 HKK60_05015 VL23_03290	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	861
WP_012479635.1	A0A0M1DTA6	unreviewed	A0A0M1DTA6_STEMA	Phosphate transport system permease protein	pstC A7X82_07075 CEE63_17910 CEK00_14850 FLFIOBJN_03779	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	322
WP_012479593.1	A0A0M1E5G2	unreviewed	A0A0M1E5G2_STEMA	DMT family transporter (EamA family transporter) (EamA/RhaT family transporter)	BWP19_21025 FEO86_07345 FLFIOBJN_01423	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	315
WP_012480201.1	A0A0M1EGA8	unreviewed	A0A0M1EGA8_STEMA	ArsR family transcriptional regulator (Transcriptional regulator)	DI592_12415 FLFIOBJN_03276	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	104
WP_012480203.1	A0A0M1EHE7	unreviewed	A0A0M1EHE7_STEMA	Arsenical-resistance protein	arsB arsB_3 DI592_12405 FLFIOBJN_03274	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	352
WP_019184736.1	A0A0M1ESZ7	unreviewed	A0A0M1ESZ7_STEMA	CusA/CzcA family heavy metal efflux RND transporter	FLFIOBJN_03246	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	1063
WP_012480217.1	A0A0M1ETZ1	unreviewed	A0A0M1ETZ1_STEMA	Copper oxidase (Copper resistance system multicopper oxidase)	B9Y57_10800 B9Y64_19100 B9Y76_10360 B9Y88_10880 BWP19_06650 C6Y55_11050 C7E14_01215 FEO89_11170	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	622
WP_012480213.1	A0A0M1ETZ6	unreviewed	A0A0M1ETZ6_STEMA	Ferredoxin (Four-helix bundle copper-binding protein)	B9Y57_10775 B9Y64_19075 B9Y76_10335 B9Y88_10855 BWP19_06625 C6Y55_11075 C7E14_01240 FEO89_11145 FEO94_11110 FLFIOBJN_03259	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	116
WP_026070021.1	A0A0M1EU56	unreviewed	A0A0M1EU56_STEMA	NAD(P)/FAD-dependent oxidoreductase	DI592_20335 FLFIOBJN_03272	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	357
WP_043033515.1	A0A0M1EUG4	unreviewed	A0A0M1EUG4_STEMA	Helix-turn-helix transcriptional regulator (Transcriptional regulator) (XRE family transcriptional regulator)	B9Y64_19110 B9Y76_10370 B9Y88_10890 C7E14_01205 FEO89_11180 FEO94_11145 FLFIOBJN_03252	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	116
WP_012480188.1	A0A0R0A4Q0	unreviewed	A0A0R0A4Q0_9GAMM	Mercuric resistance operon regulatory protein	ARC78_16015	Stenotrophomonas pictorum JCM 9942	135
WP_012479927.1	A0A0R0B305	unreviewed	A0A0R0B305_STEMA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA ARC23_16880 FLFIOBJN_00752 HKK60_12770	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	355
WP_024957655.1	A0A0R0BCA7	unreviewed	A0A0R0BCA7_STEMA	Aspartyl beta-hydroxylase (Aspartyl/asparaginyl beta-hydroxylase domain-containing protein) (Lipid A hydroxylase LpxO)	BWP19_15555 HKK60_19590 I5T99_07125 I5V54_07880	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	301
WP_012479691.1	A0A0R0BEK6	unreviewed	A0A0R0BEK6_STEMA	ABC transporter ATP-binding protein	BWP19_02350 FEO86_08265 FLFIOBJN_02172 HKK60_13825	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	242
WP_012481450.1	A0A0R0BFZ9	unreviewed	A0A0R0BFZ9_STEMA	Na+/H+ antiporter subunit G (Putative K(+)/H(+) antiporter subunit G (PH adaptation potassium efflux system protein G))	phaG B9Y76_19630 BN126310191 FLFIOBJN_03033 HKK60_19420	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	129
WP_012479449.1	A0A0R0BGP4	unreviewed	A0A0R0BGP4_STEMA	Enoyl-CoA hydratase (Enoyl-CoA hydratase/isomerase family protein)	A7X83_11665 B9Y76_05335 BWP19_09305 FLFIOBJN_00238 HKK60_15740	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	258
WP_012479588.1	A0A0R0BPR5	unreviewed	A0A0R0BPR5_STEMA	RNA-binding S4 domain-containing protein (RNA-binding protein)	B9Y64_01290 EGM71_06385 EKL94_14860 FLFIOBJN_01416	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	73
WP_012479850.1	A0A0R0DVG9	unreviewed	A0A0R0DVG9_9GAMM	Uncharacterized protein	ABB33_06745	Stenotrophomonas acidaminiphila	87
WP_012480191.1	A0A0S1AZI3	unreviewed	A0A0S1AZI3_9GAMM	Mercuric reductase (EC 1.16.1.1) (Hg(II) reductase)	merA AOT14_18620	Stenotrophomonas acidaminiphila	564
WP_012480037.1	A0A0U5AXQ5	unreviewed	A0A0U5AXQ5_STEMA	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]	hisI hisIE BN1263470015 FLFIOBJN_02611	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	206
WP_012480931.1	A0A0U5B874	unreviewed	A0A0U5B874_STEMA	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS BWP19_14595 FLFIOBJN_03631	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	880
WP_012481034.1	A0A0U5B9F3	unreviewed	A0A0U5B9F3_STEMA	3-oxoacyl-ACP reductase (KR domain-containing protein)	BWP19_14885 FLFIOBJN_01300	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	252
WP_012479383.1	A0A0U5D587	unreviewed	A0A0U5D587_STEMA	MFS transporter (SLC45 family MFS transporter)	BWP19_08935 FEO86_05915 FLFIOBJN_00328 HKK60_16175	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	495
WP_024956629.1	A0A0U5DG84	unreviewed	A0A0U5DG84_STEMA	Glycoamylase-like domain-containing protein	A7X75_05065 BWP19_01540 FEO86_14815 FLFIOBJN_01018 HKK60_07655	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	534
WP_024957319.1	A0A0U5H9B7	unreviewed	A0A0U5H9B7_STEMA	Isoaspartyl peptidase/L-asparaginase	BWP19_12970 FLFIOBJN_01935	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	338
