From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
WP_003291553.1,A0A0M2RTE5,unreviewed,A0A0M2RTE5_STUST,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284),A3710_22360 GQA94_22805 PK34_05955 PS273GM_12815,Stutzerimonas stutzeri (Pseudomonas stutzeri),369
WP_003291553.1,A0A0H3KQR3,unreviewed,A0A0H3KQR3_BURM1,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284),adhC BMULJ_05877,Burkholderia multivorans (strain ATCC 17616 / 249),369
WP_003291553.1,L0GFI0,unreviewed,L0GFI0_STUST,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284),Psest_0890,Pseudomonas stutzeri RCH2,369
WP_003291553.1,A0A031M6R1,unreviewed,A0A031M6R1_9GAMM,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284),SAMN04487855_1423 SAMN05216589_0200,Halopseudomonas bauzanensis,369
WP_006397350.1,A0A6P2NB38,unreviewed,A0A6P2NB38_9BURK,Putative IstB-like insertion sequence protein,BPS26883_04273,Burkholderia pseudomultivorans,249
WP_006397350.1,U2FXV8,unreviewed,U2FXV8_9BURK,Mobile element protein,L810_1689,Burkholderia sp. AU4i,249
WP_006397350.1,A0A2A4C271,unreviewed,A0A2A4C271_9BURK,Insertion sequence IS408 ATP-binding protein,CN645_36085,Burkholderia sp. IDO3,249
WP_006397350.1,A0A228JB93,unreviewed,A0A228JB93_9BURK,Insertion sequence IS408 ATP-binding protein,CFB47_03960 CFB47_37960 CFB47_39075 CFB47_39970,Burkholderia sp. AU27893,249
WP_006397350.1,B4E7R0,unreviewed,B4E7R0_BURCJ,Putative IstB-like insertion sequence protein,BCAL2563,Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610) (Burkholderia cepacia (strain J2315)),249
WP_006397350.1,A0A364GJU4,unreviewed,A0A364GJU4_9BURK,DNA replication protein DnaC,DFS13_1711,Burkholderia sp. 28_3,249
WP_006397350.1,A0A6N4JNN3,unreviewed,A0A6N4JNN3_BURCE,IS21-like element IS408 family helper ATPase IstB (Insertion sequence IS408 ATP-binding protein),istB E3D37_45640 E3D38_45690 E3D44_45730 JAO13_40100,Burkholderia cepacia (Pseudomonas cepacia),249
WP_006397350.1,P55923,reviewed,ISTB_BURM1,Insertion sequence IS408 putative ATP-binding protein (ORF2),Bmul_4731 BMULJ_03784; Bmul_5629 BMULJ_05880; Bmul_5782 BMULJ_05739; Bmul_6207 BMULJ_06212,Burkholderia multivorans (strain ATCC 17616 / 249),249
WP_006397350.1,A0A1E3FP97,unreviewed,A0A1E3FP97_9BURK,IS21-like element IS408 family helper ATPase IstB (Insertion sequence IS408 ATP-binding protein),istB C3743_26130 C3743_30090 C3743_38810 C3743_39680 C3743_39780 JIN88_38960,Burkholderia contaminans,249
WP_006397350.1,B9B2P7,unreviewed,B9B2P7_9BURK,Insertion sequence IS408 putative ATP-binding protein (Transposition helper protein),BURMUCGD1_0172 BURMUCGD1_1179 BURMUCGD1_1757 BURMUCGD1_3060 BURMUCGD1_3537 BURMUCGD1_3574 BURMUCGD1_5781 BURMUCGD1_6526 BURMUCGD1_6545 BURMUCGD1_6568,Burkholderia multivorans CGD1,249
WP_006397350.1,A0A132DL83,unreviewed,A0A132DL83_BURVI,DNA replication protein DnaC,SAMN02787148_1041,Burkholderia vietnamiensis,249
WP_006397350.1,Q5TLF4,unreviewed,Q5TLF4_9BURK,IS related putative ATP binding protein,istB,Burkholderia multivorans,249
WP_006397350.1,A0A1D7Z835,unreviewed,A0A1D7Z835_9BURK,AAA family ATPase,BBJ41_00135 BBJ41_10455,Burkholderia stabilis,249
WP_006398842.1,A0A0H3KW37,unreviewed,A0A0H3KW37_BURM1,Transcriptional MocR family regulator,BMULJ_06105,Burkholderia multivorans (strain ATCC 17616 / 249),474
WP_006398842.1,B9B585,unreviewed,B9B585_9BURK,"Transcriptional regulator, GntR family",BURMUCGD1_5993,Burkholderia multivorans CGD1,474
WP_006398842.1,A0A6I6BJI1,unreviewed,A0A6I6BJI1_9BURK,GntR family transcriptional regulator,UA17_05316,Burkholderia multivorans,474
WP_006398842.1,J5BSQ6,unreviewed,J5BSQ6_9BURK,"Transcriptional regulator, GntR family",BURMUCF2_B0061,Burkholderia multivorans CF2,474
WP_006398844.1,A0A6P2R0E5,unreviewed,A0A6P2R0E5_9BURK,Molybdopterin converting factor subunit 1,BPS26883_06344,Burkholderia pseudomultivorans,85
WP_006398844.1,A0A0H3KRP0,unreviewed,A0A0H3KRP0_BURM1,Molybdenum cofactor biosynthesis protein D,moaD BMULJ_06103,Burkholderia multivorans (strain ATCC 17616 / 249),85
WP_006398844.1,B9B587,unreviewed,B9B587_9BURK,"Molybdopterin converting factor, subunit 1",moaD BURMUCGD1_5995,Burkholderia multivorans CGD1,85
WP_006398844.1,A0A1B4N5U2,unreviewed,A0A1B4N5U2_9BURK,Molybdopterin converting factor subunit 1,moaD C6P98_01980 C6Q15_30425 UA17_05318,Burkholderia multivorans,85
WP_006398851.1,A0A6P2RD60,unreviewed,A0A6P2RD60_9BURK,Membrane protein,BPS26883_06339,Burkholderia pseudomultivorans,466
WP_006398851.1,A0A0H3KRN5,unreviewed,A0A0H3KRN5_BURM1,Cytochrome bd-I oxidase subunit I,cydA BMULJ_06098,Burkholderia multivorans (strain ATCC 17616 / 249),466
WP_006398851.1,B9B594,unreviewed,B9B594_9BURK,Cytochrome ubiquinol oxidase,BURMUCGD1_6002,Burkholderia multivorans CGD1,466
WP_006398851.1,A0A1W0YY63,unreviewed,A0A1W0YY63_9BURK,"Cytochrome bd ubiquinol oxidase, subunit I (Cytochrome ubiquinol oxidase subunit I)",C6Q15_30460 UA17_05323,Burkholderia multivorans,466
WP_006398879.1,A0A6P2RIF7,unreviewed,A0A6P2RIF7_9BURK,Citramalate synthase,BPS26883_06469,Burkholderia pseudomultivorans,72
WP_006398879.1,A0A0H3KS00,unreviewed,A0A0H3KS00_BURM1,DUF6566 domain-containing protein,BMULJ_06074,Burkholderia multivorans (strain ATCC 17616 / 249),72
WP_006398879.1,B9B5C1,unreviewed,B9B5C1_9BURK,DUF6566 domain-containing protein,BURMUCGD1_6029,Burkholderia multivorans CGD1,72
WP_006398879.1,A0A1B4N661,unreviewed,A0A1B4N661_9BURK,DUF6566 domain-containing protein,C6P98_01810 C6Q15_16345 UA17_05348,Burkholderia multivorans,72
WP_006398879.1,J4SEL3,unreviewed,J4SEL3_9BURK,DUF6566 domain-containing protein,BURMUCF2_B0102,Burkholderia multivorans CF2,72
WP_006398885.1,A0A6P2RG68,unreviewed,A0A6P2RG68_9BURK,Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11),potA BPS26883_06464,Burkholderia pseudomultivorans,368
WP_006398885.1,A0A0H3KRZ5,unreviewed,A0A0H3KRZ5_BURM1,Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11),potA BMULJ_06069,Burkholderia multivorans (strain ATCC 17616 / 249),368
WP_006398885.1,B9B5C7,unreviewed,B9B5C7_9BURK,Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11),potA BURMUCGD1_6035,Burkholderia multivorans CGD1,368
WP_006398885.1,A0A1W0YT72,unreviewed,A0A1W0YT72_9BURK,Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11),potA UA17_05353,Burkholderia multivorans,368
WP_006398890.1,A0A6P2R9U7,unreviewed,A0A6P2R9U7_9BURK,Alanine acetyltransferase,BPS26883_06460,Burkholderia pseudomultivorans,401
WP_006398890.1,A0A0H3KZG1,unreviewed,A0A0H3KZG1_BURM1,Alcohol dehydrogenase (EC 1.1.1.1),adh BMULJ_06065,Burkholderia multivorans (strain ATCC 17616 / 249),401
WP_006398890.1,B9B5D2,unreviewed,B9B5D2_9BURK,S-(Hydroxymethyl)glutathione dehydrogenase (Glutathione-dependent formaldehyde dehydrogenase) (Fdh) (Faldh) (EC 1.1.1.284),BURMUCGD1_6040,Burkholderia multivorans CGD1,401
WP_006398890.1,A0A2S9M1P9,unreviewed,A0A2S9M1P9_9BURK,Glutathione-dependent formaldehyde dehydrogenase,C6Q15_30710,Burkholderia multivorans,401
WP_006398898.1,A0A6P2S1M7,unreviewed,A0A6P2S1M7_9BURK,Short-chain dehydrogenase,BPS26883_06710,Burkholderia pseudomultivorans,249
WP_006398898.1,A0A0H3KVZ0,unreviewed,A0A0H3KVZ0_BURM1,Short-chain dehydrogenase,BMULJ_06058,Burkholderia multivorans (strain ATCC 17616 / 249),249
WP_006398898.1,B9B5E0,unreviewed,B9B5E0_9BURK,Short-chain dehydrogenase/reductase SDR,BURMUCGD1_6048,Burkholderia multivorans CGD1,249
WP_006398898.1,B9BWX3,unreviewed,B9BWX3_9BURK,Short-chain dehydrogenase/reductase SDR,BURMUCGD2_6210,Burkholderia multivorans CGD2,249
WP_006398898.1,A0A1B4N5S1,unreviewed,A0A1B4N5S1_9BURK,SDR family NAD(P)-dependent oxidoreductase (Short-chain dehydrogenase/reductase SDR),C6P98_06635 C6Q15_30750 UA17_05364,Burkholderia multivorans,249
WP_006398898.1,J4S3C0,unreviewed,J4S3C0_9BURK,KR domain protein,BURMUCF2_B0122,Burkholderia multivorans CF2,249
WP_006398899.1,A0A6P2RSY6,unreviewed,A0A6P2RSY6_9BURK,"D,D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)",BPS26883_06711,Burkholderia pseudomultivorans,203
WP_006398899.1,A0A0H3KR57,unreviewed,A0A0H3KR57_BURM1,"D,D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)",gmhB BMULJ_06057,Burkholderia multivorans (strain ATCC 17616 / 249),203
WP_006398899.1,B9B5E1,unreviewed,B9B5E1_9BURK,"D,D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)",BURMUCGD1_6049,Burkholderia multivorans CGD1,203
WP_006398899.1,B9BWX4,unreviewed,B9BWX4_9BURK,"D,D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)",BURMUCGD2_6211,Burkholderia multivorans CGD2,203
WP_006398899.1,A0A1B4U3A3,unreviewed,A0A1B4U3A3_9BURK,"D,D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)",C6Q15_30755 UA17_05365,Burkholderia multivorans,203
WP_006398899.1,J5B6M1,unreviewed,J5B6M1_9BURK,"D,D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)",gmhB BURMUCF2_B0123,Burkholderia multivorans CF2,203
WP_006398906.1,A0A6P2NFA5,unreviewed,A0A6P2NFA5_9BURK,Fis family transcriptional regulator,BPS26883_04515,Burkholderia pseudomultivorans,455
WP_006398906.1,A0A0H3KZE6,unreviewed,A0A0H3KZE6_BURM1,Sigma54-dependent DNA-binding transcriptional regulator,BMULJ_06050,Burkholderia multivorans (strain ATCC 17616 / 249),455
WP_006398906.1,B9B5E8,unreviewed,B9B5E8_9BURK,Acetoacetate metabolism regulatory protein AtoC (Ornithine/argininedecarboxylase inhibitor) (Ornithine decarboxylase antizyme),BURMUCGD1_6056,Burkholderia multivorans CGD1,455
WP_006398906.1,B9BWY2,unreviewed,B9BWY2_9BURK,Acetoacetate metabolism regulatory protein AtoC (Ornithine/argininedecarboxylase inhibitor) (Ornithine decarboxylase antizyme),BURMUCGD2_6219,Burkholderia multivorans CGD2,455
WP_006398906.1,A0A1B4U3B3,unreviewed,A0A1B4U3B3_9BURK,"Sigma-54-dependent Fis family transcriptional regulator (Two component, sigma54 specific, Fis family transcriptional regulator)",C6P98_06675 C6Q15_30790 UA17_05372,Burkholderia multivorans,455
WP_006398911.1,A0A6P2NFC3,unreviewed,A0A6P2NFC3_9BURK,UDP-glucuronate decarboxylase (EC 4.1.1.35),BPS26883_04519,Burkholderia pseudomultivorans,348
WP_006398911.1,A0A0H3KRI5,unreviewed,A0A0H3KRI5_BURM1,UDP-glucuronate decarboxylase (EC 4.1.1.35),rfbB BMULJ_06046,Burkholderia multivorans (strain ATCC 17616 / 249),348
WP_006398911.1,B9B5F3,unreviewed,B9B5F3_9BURK,UDP-glucuronate decarboxylase (EC 4.1.1.35),BURMUCGD1_6061,Burkholderia multivorans CGD1,348
WP_006398911.1,A0A1B4U3B2,unreviewed,A0A1B4U3B2_9BURK,UDP-glucuronate decarboxylase (EC 4.1.1.35),C6P98_06695 C6Q15_30810 UA17_05376,Burkholderia multivorans,348
WP_006398915.1,A0A6P2NEJ5,unreviewed,A0A6P2NEJ5_9BURK,Short chain dehydrogenase,BPS26883_04522,Burkholderia pseudomultivorans,342
WP_006398915.1,A0A0H3KVX4,unreviewed,A0A0H3KVX4_BURM1,Putative short-chain alcohol dehydrogenase,BMULJ_06043,Burkholderia multivorans (strain ATCC 17616 / 249),342
WP_006398915.1,B9B5F7,unreviewed,B9B5F7_9BURK,"Oxidoreductase, short chain dehydrogenase/reductase family",BURMUCGD1_6065,Burkholderia multivorans CGD1,342
WP_006398915.1,A0A1W0YYG5,unreviewed,A0A1W0YYG5_9BURK,KR domain-containing protein (Short chain dehydrogenase),C6P98_06710 C6Q15_30825 UA17_05379,Burkholderia multivorans,342
WP_006398916.1,A0A6P2NH39,unreviewed,A0A6P2NH39_9BURK,DUF2795 domain-containing protein,BPS26883_04523,Burkholderia pseudomultivorans,99
WP_006398916.1,A0A0H3KR45,unreviewed,A0A0H3KR45_BURM1,DUF2795 domain-containing protein,BMULJ_06042,Burkholderia multivorans (strain ATCC 17616 / 249),99
WP_006398916.1,B9B5F8,unreviewed,B9B5F8_9BURK,DUF2795 domain-containing protein,BURMUCGD1_6066,Burkholderia multivorans CGD1,99
WP_006398916.1,B9BWZ2,unreviewed,B9BWZ2_9BURK,DUF2795 domain-containing protein,BURMUCGD2_6229,Burkholderia multivorans CGD2,99
WP_006398916.1,A0A1B4U3F6,unreviewed,A0A1B4U3F6_9BURK,DUF2795 domain-containing protein,C6P98_06715 C6Q15_30830 UA17_05380,Burkholderia multivorans,99
WP_006398917.1,A0A6P2NH53,unreviewed,A0A6P2NH53_9BURK,Membrane protein,BPS26883_04524,Burkholderia pseudomultivorans,188
WP_006398917.1,A0A0H3KRI0,unreviewed,A0A0H3KRI0_BURM1,Gly-zipper_Omp domain-containing protein,BMULJ_06041,Burkholderia multivorans (strain ATCC 17616 / 249),188
WP_006398917.1,B9B5F9,unreviewed,B9B5F9_9BURK,Gly-zipper_Omp domain-containing protein,BURMUCGD1_6067,Burkholderia multivorans CGD1,188
WP_006398917.1,A0A1W0YYA7,unreviewed,A0A1W0YYA7_9BURK,Gly-zipper_Omp domain-containing protein,C6Q15_30835 UA17_05381,Burkholderia multivorans,188
WP_006398917.1,J5BET8,unreviewed,J5BET8_9BURK,Gly-zipper_Omp domain-containing protein,BURMUCF2_B0146,Burkholderia multivorans CF2,188
WP_006398920.1,A0A6P2NC84,unreviewed,A0A6P2NC84_9BURK,DUF892 domain-containing protein,BPS26883_04527,Burkholderia pseudomultivorans,202
WP_006398920.1,A0A0H3KVW9,unreviewed,A0A0H3KVW9_BURM1,DUF892 domain-containing protein,BMULJ_06038,Burkholderia multivorans (strain ATCC 17616 / 249),202
WP_006398920.1,B9B5G2,unreviewed,B9B5G2_9BURK,DUF892 domain-containing protein,BURMUCGD1_6070,Burkholderia multivorans CGD1,202
WP_006398920.1,A0A1W0YYS9,unreviewed,A0A1W0YYS9_9BURK,DUF892 domain-containing protein,C6Q15_30850 UA17_05384,Burkholderia multivorans,202
WP_006398924.1,A0A6P2N5R1,unreviewed,A0A6P2N5R1_9BURK,Response regulator receiver protein,BPS26883_04531,Burkholderia pseudomultivorans,182
WP_006398924.1,A0A0H3KRW8,unreviewed,A0A0H3KRW8_BURM1,Putative response regulator,BMULJ_06034,Burkholderia multivorans (strain ATCC 17616 / 249),182
WP_006398924.1,B9B5G6,unreviewed,B9B5G6_9BURK,Response regulator receiver protein,BURMUCGD1_6074,Burkholderia multivorans CGD1,182
WP_006398924.1,A0A2S9M1M0,unreviewed,A0A2S9M1M0_9BURK,Response regulator,C6Q15_30870,Burkholderia multivorans,182
WP_006398925.1,A0A6P2NEX0,unreviewed,A0A6P2NEX0_9BURK,PRC-barrel domain-containing protein,BPS26883_04532,Burkholderia pseudomultivorans,161
WP_006398925.1,A0A0H3KVW4,unreviewed,A0A0H3KVW4_BURM1,PRC domain-containing protein,BMULJ_06033,Burkholderia multivorans (strain ATCC 17616 / 249),161
WP_006398925.1,B9B5G7,unreviewed,B9B5G7_9BURK,PRC-barrel domain protein,BURMUCGD1_6075,Burkholderia multivorans CGD1,161
WP_006398925.1,B9BX01,unreviewed,B9BX01_9BURK,PRC-barrel domain protein,BURMUCGD2_6238,Burkholderia multivorans CGD2,161
WP_006398925.1,A0A1B4U3D1,unreviewed,A0A1B4U3D1_9BURK,PRC-barrel domain-containing protein,C6Q15_30875 UA17_05389,Burkholderia multivorans,161
WP_006398925.1,J5CHQ5,unreviewed,J5CHQ5_9BURK,PRC-barrel domain protein,BURMUCF2_B0155,Burkholderia multivorans CF2,161
WP_006398926.1,A0A6P2N5T8,unreviewed,A0A6P2N5T8_9BURK,CBS domain-containing protein,BPS26883_04533,Burkholderia pseudomultivorans,143
WP_006398926.1,A0A0H3KR35,unreviewed,A0A0H3KR35_BURM1,Putative signal transduction protein,BMULJ_06032,Burkholderia multivorans (strain ATCC 17616 / 249),143
WP_006398926.1,B9B5G8,unreviewed,B9B5G8_9BURK,CBS domain containing protein,BURMUCGD1_6076,Burkholderia multivorans CGD1,143
WP_006398926.1,B9BX02,unreviewed,B9BX02_9BURK,CBS domain containing protein,BURMUCGD2_6239,Burkholderia multivorans CGD2,143
WP_006398926.1,A0A1B4U3C6,unreviewed,A0A1B4U3C6_9BURK,CBS domain protein (CBS domain-containing protein),C6P98_06765 C6Q15_30880 UA17_05390,Burkholderia multivorans,143
WP_006398926.1,J5CC41,unreviewed,J5CC41_9BURK,CBS domain protein,BURMUCF2_B0156,Burkholderia multivorans CF2,143
WP_006398928.1,A0A6P2NEZ0,unreviewed,A0A6P2NEZ0_9BURK,Plasmid pRiA4b ORF-3 family protein,BPS26883_04535,Burkholderia pseudomultivorans,101
WP_006398928.1,A0A0H3KZC2,unreviewed,A0A0H3KZC2_BURM1,Plasmid pRiA4b ORF-3 family protein,BMULJ_06030,Burkholderia multivorans (strain ATCC 17616 / 249),101
WP_006398928.1,B9B5H0,unreviewed,B9B5H0_9BURK,Plasmid pRiA4b ORF-3 family protein,BURMUCGD1_6078,Burkholderia multivorans CGD1,101
WP_006398928.1,A0A1W0YYN2,unreviewed,A0A1W0YYN2_9BURK,Plasmid pRiA4b ORF-3 family protein,C6Q15_30890 UA17_05392,Burkholderia multivorans,101
WP_006398930.1,A0A6P2NFW7,unreviewed,A0A6P2NFW7_9BURK,Cell wall protein,BPS26883_04536,Burkholderia pseudomultivorans,76
WP_006398930.1,B9B5H2,unreviewed,B9B5H2_9BURK,Cell wall protein,BURMUCGD1_6080,Burkholderia multivorans CGD1,76
WP_006398930.1,A0A1W0YYI7,unreviewed,A0A1W0YYI7_9BURK,Stereocilin,C6Q15_30895 UA17_05393,Burkholderia multivorans,76
WP_006398932.1,A0A0H3KVV8,unreviewed,A0A0H3KVV8_BURM1,Lipoprotein,BMULJ_06028,Burkholderia multivorans (strain ATCC 17616 / 249),103
WP_006398932.1,B9B5H4,unreviewed,B9B5H4_9BURK,Putative lipoprotein,BURMUCGD1_6082,Burkholderia multivorans CGD1,103
WP_006398932.1,A0A2S9M1N0,unreviewed,A0A2S9M1N0_9BURK,Lipoprotein,C6Q15_30905,Burkholderia multivorans,103
WP_006398933.1,A0A6P2N612,unreviewed,A0A6P2N612_9BURK,Ferritin-like domain-containing protein,BPS26883_04539,Burkholderia pseudomultivorans,169
WP_006398933.1,A0A0H3KR30,unreviewed,A0A0H3KR30_BURM1,Ferritin-like domain-containing protein,BMULJ_06027,Burkholderia multivorans (strain ATCC 17616 / 249),169
WP_006398933.1,B9B5H5,unreviewed,B9B5H5_9BURK,YciE,BURMUCGD1_6083,Burkholderia multivorans CGD1,169
WP_006398933.1,A0A228DXN8,unreviewed,A0A228DXN8_9BURK,Ferritin-like domain-containing protein,C6Q15_30910,Burkholderia multivorans,169
WP_006398937.1,A0A6P2NF49,unreviewed,A0A6P2NF49_9BURK,UPF0391 membrane protein BPS26883_04542,BPS26883_04542,Burkholderia pseudomultivorans,53
WP_006398937.1,A0A495YE10,unreviewed,A0A495YE10_9BURK,UPF0391 membrane protein C7H84_27570,C7H84_27570,Burkholderia sp. Nafp2/4-1b,53
WP_006398937.1,A9ATU4,reviewed,Y6024_BURM1,UPF0391 membrane protein Bmul_5473/BMULJ_06024,Bmul_5473 BMULJ_06024,Burkholderia multivorans (strain ATCC 17616 / 249),53
WP_006398937.1,A0A6H9SGH2,unreviewed,A0A6H9SGH2_9BURK,UPF0391 membrane protein BLA24064_06234,BLA24064_06234 F7R21_31305,Burkholderia latens,53
WP_006398937.1,B9B5H9,unreviewed,B9B5H9_9BURK,UPF0391 membrane protein BURMUCGD1_6087,BURMUCGD1_6087,Burkholderia multivorans CGD1,53
WP_006398937.1,B9BX12,unreviewed,B9BX12_9BURK,UPF0391 membrane protein BURMUCGD2_6249,BURMUCGD2_6249,Burkholderia multivorans CGD2,53
WP_006398937.1,A0A1W0YYD3,unreviewed,A0A1W0YYD3_9BURK,UPF0391 membrane protein C6P98_06810,C6P98_06810 C6Q15_30925 UA17_05399,Burkholderia multivorans,53
WP_006398937.1,J5C1Q6,unreviewed,J5C1Q6_9BURK,UPF0391 membrane protein BURMUCF2_B0166,BURMUCF2_B0166,Burkholderia multivorans CF2,53
WP_006398942.1,A0A6P2NA07,unreviewed,A0A6P2NA07_9BURK,Sodium/hydrogen exchanger,BPS26883_04546,Burkholderia pseudomultivorans,439
WP_006398942.1,A0A0H3KRG0,unreviewed,A0A0H3KRG0_BURM1,Putative NhaP-type Na+/H+ and K+/H+ antiporter,BMULJ_06020,Burkholderia multivorans (strain ATCC 17616 / 249),439
WP_006398942.1,B9B5I3,unreviewed,B9B5I3_9BURK,Sodium/hydrogen exchanger,BURMUCGD1_6091,Burkholderia multivorans CGD1,439
WP_006398942.1,A0A1W0YZ61,unreviewed,A0A1W0YZ61_9BURK,Cation transporter (Sodium/hydrogen exchanger),C6Q15_30945 UA17_05403,Burkholderia multivorans,439
WP_006398943.1,A0A6P2NA21,unreviewed,A0A6P2NA21_9BURK,DUF3175 domain-containing protein,BPS26883_04547,Burkholderia pseudomultivorans,118
WP_006398943.1,A0A0H3KZB3,unreviewed,A0A0H3KZB3_BURM1,DUF3175 domain-containing protein,BMULJ_06019,Burkholderia multivorans (strain ATCC 17616 / 249),118
WP_006398943.1,B9B5I4,unreviewed,B9B5I4_9BURK,DUF3175 domain-containing protein,BURMUCGD1_6092,Burkholderia multivorans CGD1,118
WP_006398943.1,A0A1W0YY18,unreviewed,A0A1W0YY18_9BURK,DUF3175 domain-containing protein,C6P98_06835 C6Q15_30950 UA17_05404,Burkholderia multivorans,118
WP_006398946.1,A0A6P2NI81,unreviewed,A0A6P2NI81_9BURK,PfpI family intracellular peptidase,BPS26883_04550,Burkholderia pseudomultivorans,189
WP_006398946.1,A0A0H3KR19,unreviewed,A0A0H3KR19_BURM1,Protease I,pfpI BMULJ_06016,Burkholderia multivorans (strain ATCC 17616 / 249),189
WP_006398946.1,B9B5I7,unreviewed,B9B5I7_9BURK,Intracellular protease 1 (Intracellular protease I) (EC 3.2.-.-),BURMUCGD1_6095,Burkholderia multivorans CGD1,189
WP_006398946.1,B9BPX1,unreviewed,B9BPX1_9BURK,Intracellular protease 1 (Intracellular protease I) (EC 3.2.-.-),BURMUCGD2_6258,Burkholderia multivorans CGD2,189
WP_006398946.1,A0A1B4N5T6,unreviewed,A0A1B4N5T6_9BURK,PfpI family intracellular peptidase (Type 1 glutamine amidotransferase),C6P98_06850 C6Q15_30965 UA17_05407,Burkholderia multivorans,189
WP_006398947.1,A0A6P2NHP1,unreviewed,A0A6P2NHP1_9BURK,Periplasmic protein,BPS26883_04551,Burkholderia pseudomultivorans,110
WP_006398947.1,A0A0H3KRF5,unreviewed,A0A0H3KRF5_BURM1,DUF1488 domain-containing protein,BMULJ_06015,Burkholderia multivorans (strain ATCC 17616 / 249),110
WP_006398947.1,B9B5I8,unreviewed,B9B5I8_9BURK,DUF1488 domain-containing protein,BURMUCGD1_6096,Burkholderia multivorans CGD1,110
WP_006398947.1,A0A2S9M6E9,unreviewed,A0A2S9M6E9_9BURK,DUF1488 domain-containing protein,C6P98_06855 C6Q15_30970,Burkholderia multivorans,110
WP_006398956.1,A0A0H3KRU3,unreviewed,A0A0H3KRU3_BURM1,Glycogen operon protein,glgX BMULJ_06008,Burkholderia multivorans (strain ATCC 17616 / 249),708
WP_006398956.1,B9B5J7,unreviewed,B9B5J7_9BURK,Glycogen debranching enzyme GlgX (EC 3.2.1.-),glgX BURMUCGD1_6105,Burkholderia multivorans CGD1,708
WP_006398956.1,B9BPX9,unreviewed,B9BPX9_9BURK,Glycogen debranching enzyme GlgX (EC 3.2.1.-),glgX BURMUCGD2_6266,Burkholderia multivorans CGD2,708
